#,Keyword,中文释义,Country,Difficulty,Volume,CPC,CPS,Parent Keyword,Last Update,SERP Features,Global volume,Traffic potential,Global traffic potential,First seen,Intents
1688,dornwarze,东瓦尔,de,48,41000,0.10,0.75,dornwarze,2025-10-21 12:01:55,"Thumbnail,People also ask",49000,27000,30000,2015-09-01,"Informational,Non-branded,Non-local"
1689,compliance,遵守,de,11,41000,0.60,0.43,compliance,2025-10-21 01:04:20,"Knowledge card,People also ask,Knowledge panel",453000,2000,2300,2015-09-01,"Informational,Non-branded,Non-local"
1690,keno,基诺,de,58,41000,0.15,1.04,keno zahlen heute,2025-10-21 22:24:52,"Knowledge panel,People also ask",1910000,93000,96000,2015-09-01,"Informational,Non-branded,Non-local"
1691,krankenkassenvergleich,健康保险比较,de,61,41000,1.20,1.43,krankenkassen vergleich,2025-10-23 10:04:06,"People also ask,Sitelinks,Video preview",50000,32000,33000,2015-09-01,"Informational,Non-branded,Non-local"
1692,news berlin,柏林新闻报,de,87,41000,0.10,1.09,nachrichten berlin,2025-10-24 02:20:12,"Top stories,Thumbnail,Sitelinks,People also ask,Video preview",43000,105000,107000,2015-09-01,"Informational,Non-branded,Local"
1693,bella hadid,贝拉·哈迪德,de,10,41000,0.20,0.62,khairiah hadid,2025-10-21 13:01:06,"Thumbnail,People also ask,Knowledge panel",1050000,500,1700,2015-09-01,"Informational,Non-branded,Non-local"
1694,bahamas,巴哈马,de,29,41000,0.20,0.48,bahamas,2025-10-21 10:54:04,"Knowledge panel,People also ask,Thumbnail,Sitelinks",822000,3100,4000,2015-09-01,"Informational,Non-branded,Non-local"
1695,lebensmittel,杂货,de,63,41000,0.40,0.38,lebensmittel,2025-10-20 20:13:49,"People also ask,Top stories,Thumbnail,Sitelinks",51000,4000,4500,2015-09-01,"Informational,Non-branded,Non-local"
1696,hüttenkäse,干酪,de,0,41000,0.15,0.43,hüttenkäse,2025-10-21 23:07:02,"Thumbnail,People also ask,Video preview",51000,9500,11000,2015-09-01,"Informational,Non-branded,Non-local"
1697,orchideen,兰花,de,0,41000,0.30,0.5,orchideen,2025-10-24 09:55:26,"People also ask,Thumbnail,Sitelinks,Knowledge panel",50000,5300,7000,2015-09-01,"Informational,Commercial,Non-branded,Non-local"
1698,lauterbach,劳特巴赫,de,37,41000,0.15,0.35,karl lauterbach,2025-10-21 06:51:35,"Thumbnail,People also ask,Sitelinks,Top stories",46000,36000,37000,2015-09-01,"Informational,Non-branded,Non-local"
1699,tirana,地拉那,de,0,41000,0.10,0.34,tirana,2025-10-23 04:12:11,"Knowledge panel,People also ask,Thumbnail,Video preview",356000,2800,3400,2015-09-01,"Informational,Non-branded,Local"
1700,kanaren,加那利群岛,de,1,41000,0.25,0.47,kanaren,2025-10-21 20:20:32,"Knowledge panel,People also ask,Thumbnail,Top stories",48000,9300,12000,2015-09-01,"Informational,Non-branded,Non-local"
1701,office discount,办公室折扣,de,17,41000,0.45,1,office discount,2025-10-21 03:14:54,Sitelinks,63000,46000,47000,2015-09-01,"Informational,Commercial,Transactional,Non-branded,Non-local"
1702,casablanca,卡萨布兰卡,de,55,41000,0.20,0.44,casablanca,2025-10-24 20:31:21,"Thumbnail,Sitelinks,People also ask",680000,10000,11000,2015-09-01,"Informational,Non-branded,Non-local"
1703,fufu,继续,de,0,41000,0.15,0.48,fufu,2025-10-22 00:58:30,"Thumbnail,People also ask,Video preview,Top stories",450000,16000,20000,2015-09-03,"Informational,Non-branded,Non-local"
1704,bogenhanf,博根汉夫,de,0,41000,0.25,0.6,sansevieria,2025-10-22 19:50:25,"Knowledge panel,Shopping,Thumbnail,People also ask,Video preview",50000,5800,6200,2015-09-01,"Informational,Commercial,Non-branded,Non-local"
1705,waldmeister,瓦尔德梅斯特,de,1,41000,0.10,0.59,waldmeister,2025-10-21 12:11:49,"Thumbnail,People also ask,Knowledge panel",54000,19000,22000,2015-09-01,"Informational,Non-branded,Non-local"
1706,halsschmerzen,咽喉痛,de,44,41000,0.20,0.78,halsschmerzen,2025-10-21 12:36:40,"AI Overview,Thumbnail,People also ask",50000,20000,22000,2015-09-01,"Informational,Non-branded,Non-local"
1707,dilara kruse,迪拉拉·克鲁泽,de,0,41000,3.00,,dilara kruse,2025-10-24 17:16:53,"Top stories,Thumbnail,People also ask,Sitelinks",45000,21000,23000,2021-05-23,"Informational,Non-branded,Non-local"
1708,tiktok video download,抖音视频下载,de,12,41000,0.40,,tiktok downloader,2025-10-21 07:19:14,"Video preview,People also ask",5100000,173000,197000,2019-06-23,"Informational,Non-branded,Non-local"
1709,adeyemi,阿德耶米,de,11,41000,0.10,0.46,karim adeyemi,2025-10-21 07:23:18,"Top stories,Thumbnail,Knowledge panel,People also ask",107000,40000,40000,2016-05-02,"Informational,Non-branded,Non-local"
1710,mpox,mpox,de,44,41000,0.60,0.92,mpox,2025-10-21 11:18:19,"Featured snippet,People also ask,Knowledge panel,Thumbnail",404000,16000,16000,2015-09-08,"Informational,Non-branded,Non-local"
1711,schuhe damen,鞋子 女士,de,5,41000,0.20,0.92,schuhe damen,2025-10-22 02:05:05,"Thumbnail,Sitelinks",47000,38000,39000,2015-09-01,"Informational,Commercial,Transactional,Non-branded,Non-local"
1712,lyon,里昂,de,21,41000,0.15,0.38,lyon,2025-10-20 23:57:34,"Thumbnail,Sitelinks,People also ask,Knowledge panel,Top stories",1060000,6300,9500,2015-09-01,"Informational,Non-branded,Local"
1713,brille,眼镜,de,35,41000,0.60,0.8,brille,2025-10-21 23:14:46,"Thumbnail,Sitelinks",61000,28000,30000,2015-09-01,"Informational,Commercial,Non-branded,Non-local"
1714,juli zeh,七月脚趾,de,18,41000,0.15,0.78,juli zeh,2025-10-22 00:24:26,"Thumbnail,Knowledge panel,People also ask,Video preview",45000,23000,25000,2015-09-01,"Informational,Non-branded,Non-local"
1715,duschkabine,淋浴间,de,2,41000,0.40,0.91,duschkabinen,2025-10-24 13:31:44,"Shopping,Thumbnail,People also ask,Video preview",48000,2000,2000,2015-09-01,"Informational,Commercial,Non-branded,Non-local"
1716,rückenschmerzen,背痛,de,17,41000,0.35,0.54,rückenschmerzen,2025-10-24 12:12:17,"Thumbnail,People also ask,Knowledge panel",52000,8200,12000,2015-09-01,"Informational,Non-branded,Non-local"
1717,sachsen,萨克森,de,71,41000,0.10,0.53,sachsen,2025-10-21 23:10:50,"Thumbnail,Sitelinks,Top stories,Knowledge panel",50000,6800,7000,2015-09-01,"Informational,Non-branded,Local"
1718,aktienmarkt,股市,de,26,41000,0.90,0.94,aktienmarkt,2025-10-21 11:56:18,"Top ads,Paid sitelinks,Knowledge panel,Top stories,Thumbnail,People also ask,Sitelinks,Bottom ads",49000,33000,33000,2015-09-01,"Informational,Non-branded,Non-local"
1719,fear and greed index,恐惧与贪婪指数,de,63,41000,1.00,1.01,fear and greed index,2025-10-22 23:09:50,Video preview,302000,55000,329000,2015-09-15,"Informational,Non-branded,Non-local"
1720,belgrad,贝尔格莱德,de,5,41000,0.15,0.32,belgrad,2025-10-24 07:10:54,"Knowledge panel,People also ask,Thumbnail,Sitelinks,Top stories,Video preview",165000,2200,3300,2015-09-01,"Informational,Non-branded,Local"
1721,copenhagen,哥本哈根,de,38,41000,0.60,0.29,copenhagen schuhe,2025-10-21 00:52:02,"Sitelinks,People also ask",816000,43000,47000,2015-09-01,"Informational,Non-branded,Local"
1722,aserbaidschan,阿塞拜疆,de,2,41000,0.25,0.48,aserbaidschan,2025-10-24 07:15:53,"Thumbnail,Sitelinks,People also ask,Top stories,Video preview,Knowledge panel",58000,12000,16000,2015-09-01,"Informational,Non-branded,Non-local"
1723,7,7,de,44,41000,0.60,0.58,7,2025-10-21 13:46:29,"Thumbnail,People also ask,Video preview",1130000,8000,9200,2015-09-01,"Informational,Non-branded,Non-local"
1724,steuererklärung 2023,2023年纳税申报表,de,34,41000,2.50,,steuererklärung 2023 frist,2025-10-21 13:11:38,"Featured snippet,People also ask,Sitelinks",41000,225000,225000,2022-04-07,"Informational,Non-branded,Non-local"
1725,olivenbaum,橄榄树,de,5,41000,0.15,0.68,oliven,2025-10-22 00:30:47,"Shopping,Thumbnail,People also ask,Sitelinks",54000,14000,16000,2015-09-01,"Informational,Commercial,Transactional,Non-branded,Non-local"
1726,its,它是,de,37,41000,0.20,0.91,its,2025-10-21 15:51:41,"Sitelinks,People also ask,Knowledge panel,Bottom ads,Paid sitelinks",543000,49000,53000,2015-09-01,"Informational,Commercial,Non-branded,Non-local"
1727,erkältung,感冒,de,27,41000,0.35,0.56,erkältung,2025-10-21 13:18:17,"Featured snippet,Thumbnail,People also ask,Knowledge panel",46000,8800,8900,2015-09-01,"Informational,Non-branded,Non-local"
1728,us wahlen 2024,2024 年美国大选,de,10,41000,0.80,,präsidentschaftswahl usa,2025-10-21 22:44:37,Sitelinks,110000,572000,652000,2017-03-24,"Informational,Non-branded,Non-local"
1729,vitamin k2,维生素K2,de,38,41000,0.35,0.97,vitamin k2,2025-10-21 15:05:10,"People also ask,Knowledge panel,Sitelinks",217000,18000,19000,2015-09-01,"Informational,Non-branded,Non-local"
1730,joko winterscheidt,乔科·温特沙伊特,de,10,41000,0.10,0.64,joko winterscheidt,2025-10-21 10:36:03,"Thumbnail,People also ask,Knowledge panel",50000,34000,38000,2015-09-01,"Informational,Non-branded,Non-local"
1731,graffiti,涂鸦,de,1,41000,0.15,0.37,graffiti,2025-10-24 15:25:53,"Thumbnail,Local pack,People also ask,Top stories,Video preview,Sitelinks,Knowledge panel",499000,4400,5200,2015-09-01,"Informational,Commercial,Non-branded,Non-local"
1732,dartscheibe,飞镖盘,de,0,41000,0.25,0.73,dartscheibe,2025-10-24 16:31:26,"Shopping,Thumbnail,People also ask,Video preview",48000,8800,9200,2015-09-01,"Informational,Commercial,Non-branded,Non-local"
1733,muschis,阴部,de,2,40000,0.40,1.29,muschis,2025-10-24 19:20:15,People also ask,44000,41000,44000,2015-09-01,"Informational,Non-branded,Non-local"
1734,solaranlage,太阳系,de,5,40000,3.00,0.83,solaranlage,2025-10-21 07:37:29,"Shopping,Thumbnail,People also ask,Sitelinks",53000,7100,7800,2015-09-01,"Informational,Commercial,Transactional,Non-branded,Non-local"
1735,kühl gefrierkombination,冰箱冰柜组合,de,1,40000,0.35,0.88,kühl gefrierkombination,2025-10-24 12:14:05,"People also ask,Sitelinks,Shopping,Thumbnail,Video preview",44000,21000,21000,2015-09-01,"Informational,Commercial,Transactional,Non-branded,Non-local"
1736,blumenladen,花店,de,11,40000,0.50,0.19,blumenladen sonthofen,2025-10-21 07:05:40,Thumbnail,46000,20,20,2015-09-02,"Informational,Non-branded,Non-local"
1737,herbstferien,秋季假期,de,9,40000,0.10,0.63,herbstferien,2025-10-24 21:51:04,"AI Overview,Thumbnail,Sitelinks,People also ask,Top stories",43000,8000,8400,2015-09-01,"Informational,Non-branded,Non-local"
1738,magnolie,木兰,de,0,40000,0.10,0.47,magnolie,2025-10-23 12:33:43,"Thumbnail,People also ask,Knowledge panel,Shopping,Video preview",73000,4600,7600,2015-09-01,"Informational,Commercial,Non-branded,Non-local"
1739,spaghetti,意大利细面条,de,1,40000,0.10,0.27,spaghetti,2025-10-21 17:25:24,"Top stories,Thumbnail,Video preview",777000,4300,5000,2015-09-01,"Informational,Non-branded,Non-local"
1740,rosen,罗森,de,18,40000,0.35,0.46,rosen,2025-10-20 23:54:02,"Thumbnail,Knowledge panel,People also ask",158000,2300,4200,2015-09-01,"Informational,Commercial,Non-branded,Non-local"
1741,kristi noem,打电话给克里斯蒂,de,17,40000,0.20,0.73,kristi noem,2025-10-21 23:16:03,"Thumbnail,People also ask,Knowledge panel,Video preview",1350000,10000,13000,2016-06-03,"Informational,Non-branded,Non-local"
1742,pizzeria,比萨店,de,34,40000,0.25,0.2,pizzaria,2025-10-24 11:56:47,"People also ask,Thumbnail,Video preview,Sitelinks,Knowledge panel",352000,300,300,2015-09-01,"Informational,Commercial,Non-branded,Non-local"
1743,nudeln,面条,de,1,40000,0.15,0.43,nudeln,2025-10-24 10:25:07,"Top stories,Thumbnail,Sitelinks,People also ask,Video preview",47000,12000,14000,2015-09-01,"Informational,Non-branded,Non-local"
1744,hochdruckreiniger,高压清洗机,de,6,40000,0.20,0.86,kärcher hochdruckreiniger,2025-10-21 14:11:08,People also ask,49000,27000,28000,2015-09-01,"Informational,Commercial,Transactional,Non-branded,Non-local"
1745,wirtschaft,商业,de,42,40000,0.30,0.61,wirtschaft,2025-10-22 03:23:55,"Top stories,Thumbnail,People also ask,Sitelinks",47000,6900,7100,2015-09-01,"Informational,Non-branded,Non-local"
1746,sichtschutzzaun,隐私围栏,de,9,40000,0.20,1.01,sichtschutzzaun,2025-10-21 00:25:30,"Shopping,Thumbnail,People also ask,Sitelinks",44000,7100,8600,2015-09-01,"Informational,Commercial,Transactional,Non-branded,Non-local"
1747,vokuhila,诡计,de,0,40000,0.20,0.34,mullet,2025-10-22 01:41:27,"Thumbnail,People also ask,Knowledge panel,Sitelinks,Video preview",57000,28000,37000,2015-09-01,"Informational,Non-branded,Non-local"
1748,dunstabzugshaube,抽油烟机,de,2,40000,0.25,0.69,dunstabzugshaube,2025-10-24 06:22:25,"Shopping,Thumbnail,People also ask,Sitelinks,Video preview",45000,7400,7600,2015-09-01,"Informational,Commercial,Transactional,Non-branded,Non-local"
1749,okinawa,冲绳,de,6,40000,0.25,0.46,okinawa,2025-10-24 14:21:37,"Thumbnail,People also ask,Knowledge panel",547000,3100,3700,2015-09-01,"Informational,Non-branded,Local"
1750,stromanbieter,电力供应商,de,52,40000,4.00,1.15,stromanbieter,2025-10-21 16:09:03,People also ask,45000,14000,14000,2015-09-01,"Informational,Commercial,Non-branded,Non-local"
1751,eheringe,结婚戒指,de,15,40000,1.00,0.88,eheringe,2025-10-21 14:01:16,"Sitelinks,People also ask,Bottom ads,Paid sitelinks",51000,9000,9300,2015-09-01,"Informational,Commercial,Transactional,Non-branded,Non-local"
1752,verlobungsring,订婚戒指,de,12,40000,1.40,0.99,verlobungsring,2025-10-22 00:12:25,,51000,42000,46000,2015-09-01,"Informational,Commercial,Transactional,Non-branded,Non-local"
1753,coco chanel,可可·香奈儿,de,26,40000,0.25,0.51,coco chanel,2025-10-23 11:35:31,"Thumbnail,People also ask,Sitelinks,Video preview",556000,16000,18000,2015-09-01,"Informational,Non-branded,Non-local"
1754,argentinien,阿根廷,de,15,40000,0.20,0.47,argentinien,2025-10-22 02:09:36,"Thumbnail,Sitelinks,Top stories,Knowledge panel,People also ask",62000,13000,18000,2015-09-01,"Informational,Non-branded,Non-local"
1755,pickleball,匹克球,de,0,40000,0.15,0.66,pickleball,2025-10-24 07:19:17,"People also ask,Sitelinks,Knowledge panel",1880000,3300,7600,2015-11-09,"Informational,Non-branded,Non-local"
1756,scheide,离婚,de,7,40000,0.10,0.52,vagina,2025-10-22 00:22:21,"AI Overview,People also ask,Knowledge panel",49000,20000,25000,2015-09-01,"Informational,Non-branded,Non-local"
1757,fernsehepisode,电视剧集,de,59,40000,0.90,,fernsehepisode,2025-10-21 19:21:47,"Sitelinks,People also ask,Thumbnail",40000,22000,23000,2016-08-08,"Informational,Non-branded,Non-local"
1758,datapass,数据通道,de,3,40000,0.80,0.98,datapass,2025-10-21 17:09:07,Sitelinks,45000,29000,32000,2015-09-01,"Informational,Non-branded,Non-local"
1759,pomelo,柚,de,9,40000,0.20,0.62,pomelo,2025-10-21 07:10:07,"AI Overview,Thumbnail,People also ask",565000,20000,25000,2015-09-01,"Informational,Non-branded,Non-local"
1760,paluten,帕鲁特,de,6,40000,0.10,0.75,paluten,2025-10-21 14:24:02,"Thumbnail,Sitelinks,Knowledge panel,Video preview",46000,29000,33000,2015-09-01,"Informational,Non-branded,Non-local"
1761,retinol,视黄醇,de,2,40000,0.40,0.82,retinol,2025-10-21 21:50:03,"Featured snippet,People also ask,Knowledge panel,Sitelinks,Shopping,Thumbnail",1010000,24000,27000,2015-09-01,"Informational,Commercial,Transactional,Non-branded,Non-local"
1762,prinz william,威廉亲王号,de,3,40000,0.10,0.63,"william, prinz von wales",2025-10-21 02:34:26,"Top stories,Thumbnail,Knowledge panel,People also ask",57000,43000,50000,2015-09-01,"Informational,Non-branded,Non-local"
1763,blaubeeren,蓝莓,de,0,40000,0.25,0.45,blaubeeren,2025-10-24 23:47:40,"Thumbnail,Sitelinks,People also ask,Knowledge panel",47000,18000,22000,2015-09-01,"Informational,Non-branded,Non-local"
1764,englisch-deutsch,英语-德语,de,88,40000,0.45,0.46,deepl,2025-10-21 23:45:47,"Knowledge card,Sitelinks",44000,4460000,6040000,2015-09-01,"Informational,Non-branded,Non-local"
1765,prevodilac,翻译者,de,0,40000,0.10,0.1,übersetzer,2025-10-21 22:54:46,Knowledge card,1300000,1390000,1790000,2015-09-01,"Informational,Non-branded,Non-local"
1766,zahnfleischentzündung,牙龈发炎,de,48,40000,0.45,0.85,zahnfleischentzündung,2025-10-21 03:37:56,"Featured snippet,Thumbnail,People also ask,Knowledge panel",52000,26000,30000,2015-09-01,"Informational,Non-branded,Non-local"
1767,blume,布卢姆,de,61,40000,0.70,0.31,blume,2025-10-22 01:46:07,"Thumbnail,Knowledge panel,Sitelinks,People also ask",69000,3100,4500,2015-09-01,"Informational,Non-branded,Non-local"
1768,durchschnittsgehalt deutschland,德国的平均工资,de,31,40000,0.35,0.99,durchschnittsgehalt deutschland,2025-10-24 18:04:09,"AI Overview,Thumbnail,People also ask,Sitelinks",42000,48000,49000,2015-09-01,"Informational,Non-branded,Non-local"
1769,moritz wagner,莫里茨·瓦格纳,de,12,40000,0.10,0.8,moritz wagner,2025-10-21 21:26:41,"Top stories,Thumbnail,Knowledge panel,People also ask,Video preview",69000,8300,8500,2015-09-15,"Informational,Non-branded,Non-local"
1770,goslar,戈斯拉尔,de,54,40000,0.35,0.5,goslar,2025-10-21 16:55:09,"Knowledge panel,Thumbnail,Sitelinks,People also ask,Top stories",51000,3200,3200,2015-09-01,"Informational,Non-branded,Local"
1771,wetterwarnung,天气警报,de,33,40000,0.25,1.14,unwetter,2025-10-21 04:10:26,"People also ask,Sitelinks",45000,278000,283000,2015-09-01,"Informational,Non-branded,Non-local"
1772,schiebetür,推拉门,de,1,40000,0.25,0.9,schiebetür,2025-10-21 14:22:48,"Top ads,Thumbnail,Bottom ads,Paid sitelinks",47000,5600,6200,2015-09-01,"Informational,Commercial,Transactional,Non-branded,Non-local"
1773,wolf cut,狼切,de,0,40000,0.10,,wolfcut,2025-10-21 17:58:26,"People also ask,Thumbnail,Sitelinks",1650000,31000,33000,2016-10-06,"Informational,Non-branded,Non-local"
1774,49 euro ticket,49欧元门票,de,56,40000,0.15,,deutschlandticket,2025-10-22 00:30:31,"Thumbnail,Sitelinks,People also ask,Knowledge panel",40000,696000,716000,2022-07-18,"Informational,Non-branded,Non-local"
1775,loki,洛基,de,15,40000,0.25,0.57,loki,2025-10-21 16:08:11,"AI Overview,Thumbnail,Sitelinks,People also ask,Video preview",858000,21000,24000,2015-09-01,"Informational,Non-branded,Non-local"
1776,ketogene ernährung,生酮饮食,de,42,40000,0.35,0.99,ketogene ernährung,2025-10-21 08:54:29,"Featured snippet,People also ask,Knowledge panel",49000,31000,36000,2015-09-01,"Informational,Non-branded,Non-local"
1777,fotobuch erstellen,创建相册,de,35,40000,3.00,1.19,fotobuch erstellen,2025-10-22 11:30:53,"Top ads,Shopping Ads,Thumbnail,Sitelinks,People also ask,Bottom ads,Paid sitelinks",45000,18000,19000,2015-09-01,"Informational,Commercial,Transactional,Non-branded,Non-local"
1778,seoul,汉城,de,57,40000,0.20,0.39,seoul,2025-10-21 11:59:09,"Knowledge panel,People also ask,Thumbnail,Sitelinks",541000,2800,3400,2015-09-01,"Informational,Non-branded,Local"
1779,pad thai,泰式炒河粉,de,0,40000,0.10,0.7,pad thai,2025-10-21 11:55:06,"Thumbnail,Top stories,People also ask,Video preview",700000,6300,9600,2015-09-01,"Informational,Non-branded,Non-local"
1780,canli tv,canli tv,de,72,40000,0.60,0.91,canlı tv,2025-10-21 04:07:02,Video preview,159000,45000,483000,2015-09-01,"Navigational,Non-branded,Non-local"
1781,vagusnerv,迷走神经,de,9,40000,0.35,0.97,vagusnerv,2025-10-21 06:44:54,"Featured snippet,People also ask,Thumbnail",51000,29000,30000,2015-09-01,"Informational,Non-branded,Non-local"
1782,sommerkleider,夏季连衣裙,de,0,40000,0.35,1.13,sommerkleider,2025-10-21 15:41:14,"Thumbnail,Sitelinks",49000,50000,51000,2015-09-01,"Informational,Commercial,Transactional,Non-branded,Non-local"
1783,syphilis,梅毒,de,12,40000,0.15,0.75,syphilis,2025-10-23 00:09:47,"Featured snippet,People also ask,Sitelinks,Video preview,Knowledge panel",780000,33000,33000,2015-09-01,"Informational,Non-branded,Non-local"
1784,weihnachtsbilder,圣诞节图片,de,0,40000,0.10,0.74,weihnachtsbilder,2025-10-21 03:23:56,Thumbnail,48000,47000,54000,2015-09-02,"Informational,Non-branded,Non-local"
1785,translator polsko niemiecki,波兰语-德语翻译,de,27,40000,0.15,0.46,übersetzer,2025-10-21 20:39:34,"Knowledge card,Sitelinks",76000,1390000,1790000,2015-09-01,"Informational,Non-branded,Non-local"
1786,lupinen,羽扇豆,de,1,40000,0.15,0.53,lupinen,2025-10-24 13:33:06,"Thumbnail,People also ask,Knowledge panel",52000,17000,19000,2015-09-01,"Informational,Non-branded,Non-local"
1787,dinkelsbühl,丁克尔斯布尔,de,1,40000,0.10,0.47,dinkelsbühl,2025-10-23 19:37:05,"Thumbnail,Sitelinks,Knowledge panel,People also ask,Top stories,Video preview",51000,2000,2600,2015-09-01,"Informational,Non-branded,Local"
1788,brandenburg,勃兰登堡,de,66,40000,0.15,0.44,brandenburg,2025-10-24 17:52:39,"Thumbnail,Sitelinks,People also ask,Top stories,Knowledge panel",63000,2900,3200,2015-09-01,"Informational,Non-branded,Local"
1789,liebevolle trauersprüche,充满爱意的哀悼话语,de,5,40000,0.10,0.82,liebevolle trauersprüche,2025-10-24 23:18:39,"AI Overview,Thumbnail,People also ask,Sitelinks",45000,12000,14000,2015-11-23,"Informational,Non-branded,Non-local"
1790,auge,眼睛,de,6,40000,0.60,0.44,auge,2025-10-21 19:16:15,"AI Overview,Thumbnail,People also ask",90000,15000,17000,2015-09-01,"Informational,Non-branded,Non-local"
1791,neumünster,新明斯特,de,37,40000,0.20,0.38,stadt neumünster,2025-10-21 16:39:02,"Knowledge panel,Top stories,Thumbnail,Sitelinks,People also ask",48000,1700,1700,2015-09-01,"Informational,Non-branded,Local"
1792,bozen,博尔扎诺,de,6,40000,0.30,0.4,bozen,2025-10-21 06:58:37,"Thumbnail,Sitelinks,People also ask,Knowledge panel,Video preview",70000,7100,8500,2015-09-01,"Informational,Non-branded,Local"
1793,anhängerkupplung,拖车挂钩,de,40,40000,0.60,0.72,anhängerkupplung,2025-10-21 23:56:42,"People also ask,Knowledge panel,Sitelinks,Shopping,Thumbnail",48000,6500,7300,2015-09-01,"Informational,Commercial,Non-branded,Non-local"
1794,kopfschmerzen,头痛,de,19,40000,0.25,0.49,kopfschmerzen,2025-10-21 07:06:12,"Thumbnail,People also ask,Knowledge panel",48000,11000,14000,2015-09-01,"Informational,Non-branded,Non-local"
1795,waage,规模,de,0,40000,0.50,0.41,waage,2025-10-23 19:18:21,"Shopping,Thumbnail,People also ask,Video preview",51000,1500,1600,2015-09-01,"Informational,Commercial,Non-branded,Non-local"
1796,kapstadt,开普敦,de,22,40000,0.25,0.44,kapstadt,2025-10-21 09:40:28,"Knowledge panel,People also ask,Thumbnail,Sitelinks",52000,4700,5700,2015-09-01,"Informational,Non-branded,Local"
1797,konny reimann,马赖曼,de,1,40000,0.10,0.92,konny reimann,2025-10-21 21:35:19,"Thumbnail,People also ask,Knowledge panel,Video preview",47000,24000,28000,2015-09-01,"Informational,Non-branded,Non-local"
1798,kombucha,康普茶,de,1,40000,0.25,0.79,kombucha,2025-10-21 18:25:17,"Thumbnail,People also ask,Shopping",1050000,32000,38000,2015-09-01,"Informational,Non-branded,Non-local"
1799,chile,智利,de,15,40000,0.20,0.5,chile,2025-10-21 21:27:31,"Knowledge panel,Thumbnail,Sitelinks,Top stories,People also ask",1120000,8500,9400,2015-09-01,"Informational,Non-branded,Non-local"
1800,app,应用程序,de,55,40000,0.60,0.41,app,2025-10-24 17:21:47,"People also ask,Top stories,Thumbnail",1260000,3000,3000,2015-09-01,"Informational,Non-branded,Non-local"
1801,groningen,格罗宁根,de,14,40000,0.25,0.42,einwohner groningen,2025-10-21 21:14:17,"Thumbnail,People also ask,Knowledge panel,Sitelinks,Video preview",182000,400,800,2015-09-01,"Informational,Non-branded,Local"
1802,magen darm,胃肠道,de,32,40000,0.10,0.69,magen darm,2025-10-21 19:59:47,"AI Overview,Thumbnail,People also ask",44000,106000,110000,2015-09-01,"Informational,Non-branded,Non-local"
1803,tagliatelle,意大利面,de,0,40000,0.15,0.22,tagliatelle,2025-10-24 07:03:04,"Thumbnail,People also ask,Top stories",373000,1500,1700,2015-09-01,"Informational,Commercial,Non-branded,Non-local"
1804,bruce lee,李小龙,de,22,40000,0.25,0.59,bruce lee todesursache,2025-10-21 14:22:52,"Knowledge panel,People also ask,Thumbnail,Video preview",750000,4400,7700,2015-09-01,"Informational,Non-branded,Non-local"
1805,stephanie stumph,斯蒂芬妮·斯坦普,de,2,40000,0.15,0.71,stephanie stumph,2025-10-21 17:46:35,"People also ask,Knowledge panel",44000,21000,22000,2015-09-01,"Informational,Non-branded,Non-local"
1806,salsiccia,香肠,de,0,40000,0.20,0.39,salsiccia,2025-10-20 21:25:20,"AI Overview,People also ask,Top stories,Thumbnail,Video preview",117000,2900,4900,2015-09-01,"Informational,Non-branded,Non-local"
1807,steuer id,税号,de,12,40000,0.25,0.91,steuernummer finden,2025-10-21 21:13:47,"Sitelinks,People also ask,Knowledge panel",41000,104000,105000,2015-09-01,"Informational,Non-branded,Non-local"
1808,ananas,菠萝,de,0,40000,0.15,0.41,ananas,2025-10-21 11:54:08,People also ask,354000,12000,15000,2015-09-01,"Informational,Non-branded,Non-local"
1809,chimichurri,奇米丘里,de,0,40000,0.10,0.75,chimichurri,2025-10-24 16:20:51,"Top stories,Thumbnail,People also ask,Video preview",856000,4400,5300,2015-09-01,"Informational,Non-branded,Non-local"
1810,rente news,出租新闻,de,0,39000,0.20,1.33,rente news,2025-10-21 06:19:51,"Top stories,Thumbnail,People also ask,Sitelinks",40000,8900,8900,2015-09-11,"Informational,Non-branded,Non-local"
1811,wiadomosci,新闻,de,91,39000,0.40,1.26,wiadomosci,2025-10-21 15:46:02,Sitelinks,321000,66000,948000,2015-09-01,"Informational,Non-branded,Non-local"
1812,johannes oerding,约翰内斯·奥尔丁,de,15,39000,0.15,0.6,johannes oerding,2025-10-21 01:10:15,"Knowledge panel,Thumbnail,People also ask,Video preview",43000,4200,4400,2015-09-01,"Informational,Non-branded,Non-local"
1813,iptv,网络电视,de,13,39000,0.60,0.91,iptv,2025-10-20 23:33:56,"AI Overview,Thumbnail,People also ask,Sitelinks,Knowledge panel",1160000,20000,22000,2015-09-01,"Informational,Non-branded,Non-local"
1814,rio de janeiro,里约热内卢,de,4,39000,0.20,0.44,rio de janeiro,2025-10-21 22:32:39,"Knowledge panel,People also ask,Thumbnail,Sitelinks",877000,2700,3500,2015-09-01,"Informational,Non-branded,Local"
1815,schuldenbremse,债务刹车,de,10,39000,0.50,1.04,schuldenbremse deutschland,2025-10-24 16:12:42,"AI Overview,Thumbnail,People also ask,Sitelinks,Top stories,Knowledge panel",42000,2600,2700,2015-09-05,"Informational,Non-branded,Non-local"
