#,Keyword,中文释义,Country,Difficulty,Volume,CPC,CPS,Parent Keyword,Last Update,SERP Features,Global volume,Traffic potential,Global traffic potential,First seen,Intents
821,stories anonymous,匿名故事,br,78,42000,0.25,,anon ig viewer,2025-10-24 01:42:34,"Video preview,Thumbnail",75000,84000,2600000,2019-03-16,"Informational,Non-branded,Non-local"
822,art,艺术,br,1,42000,0.15,0.4,art,2025-10-24 09:54:37,"People also ask,Sitelinks,Video preview",1160000,8000,8100,2015-09-01,"Informational,Non-branded,Non-local"
823,consulta ipva 2025,2025 年 ipva 咨询,br,49,42000,0.15,,consulta ipva 2025,2025-10-24 22:01:20,"Sitelinks,People also ask",42000,63000,63000,2018-01-10,"Informational,Non-branded,Non-local"
824,informações de segurança sobre terremotos,地震安全信息,br,10,42000,0.15,,informações de segurança sobre terremotos,2025-10-21 17:34:46,"AI Overview,Thumbnail,Video preview,People also ask",42000,15000,16000,2022-08-26,"Informational,Non-branded,Non-local"
825,futebol quem joga hoje,今天踢足球的人,br,50,42000,0.15,0.77,jogos de hoje,2025-10-22 14:17:23,"Top stories,Thumbnail,People also ask,Sitelinks,Video preview",42000,2590000,2640000,2015-09-02,"Informational,Non-branded,Non-local"
826,xml,XML,br,42,42000,0.15,0.97,nota fiscal,2025-10-21 05:22:23,"Sitelinks,People also ask,Knowledge panel",224000,521000,522000,2015-09-01,"Informational,Non-branded,Non-local"
827,analise e desenvolvimento de sistemas,系统分析与开发,br,11,42000,0.50,0.66,analise e desenvolvimento de sistemas,2025-10-21 16:53:33,"AI Overview,Thumbnail,Sitelinks,People also ask,Knowledge panel,Bottom ads,Paid sitelinks",42000,35000,35000,2015-09-01,"Informational,Non-branded,Non-local"
828,abdominoplastia,腹部整形术,br,7,42000,0.15,0.52,abdominoplastia,2025-10-24 15:10:11,"AI Overview,Thumbnail,People also ask,Video preview,Knowledge panel",104000,4800,4800,2015-09-01,"Informational,Non-branded,Non-local"
829,pau grande,大鸡巴,br,0,42000,0.25,0.63,pau grande,2025-10-24 06:33:00,People also ask,44000,16000,16000,2015-09-01,"Informational,Non-branded,Local"
830,vacina covid,冠状病毒病疫苗,br,56,42000,0.20,,vacina covid,2025-10-21 07:25:26,"Top stories,Thumbnail,People also ask",42000,15000,15000,2020-02-25,"Informational,Non-branded,Non-local"
831,check up,清理,br,20,42000,0.15,0.28,check up,2025-10-22 02:03:12,"Sitelinks,People also ask",90000,8300,8300,2015-09-01,"Informational,Non-branded,Non-local"
832,letícia spiller,莱蒂西亚·斯皮勒,br,2,41000,1.10,0.25,leticia spiller,2025-10-21 02:11:49,"Thumbnail,Knowledge panel,People also ask,Top stories,Video preview",46000,4600,4600,2015-09-01,"Informational,Non-branded,Non-local"
833,atlanta,亚特兰大,br,87,41000,0.10,0.25,atlanta,2025-10-23 04:31:06,"Thumbnail,Sitelinks,People also ask,Video preview",839000,2800,3000,2015-09-01,"Informational,Non-branded,Local"
834,toldo,棚,br,0,41000,0.10,0.4,toldo,2025-10-21 13:04:16,"Shopping,Thumbnail,People also ask,Sitelinks",103000,3700,3700,2015-09-01,"Informational,Commercial,Non-branded,Non-local"
835,granito,花岗岩,br,3,41000,0.20,0.33,granito,2025-10-21 12:42:13,"People also ask,Thumbnail,Shopping,Knowledge panel,Sitelinks",99000,8400,8400,2015-09-01,"Informational,Non-branded,Non-local"
836,assistir futebol online,在线观看足球比赛,br,0,41000,0.15,1.59,jogos de hoje ao vivo,2025-10-21 06:21:01,"People also ask,Video preview",45000,34000,36000,2015-09-01,"Informational,Non-branded,Non-local"
837,consignado,托运,br,48,41000,0.20,0.39,empréstimo consignado,2025-10-21 02:17:21,"People also ask,Knowledge panel",42000,72000,73000,2015-09-01,"Informational,Commercial,Non-branded,Non-local"
838,cloud,云,br,75,41000,0.60,0.25,cloud,2025-10-21 22:37:32,"AI Overview,Thumbnail,Knowledge panel,Sitelinks",1120000,9000,9100,2015-09-01,"Informational,Non-branded,Non-local"
839,voucher,代金券,br,0,41000,0.30,0.3,voucher,2025-10-24 17:43:12,"AI Overview,Thumbnail,People also ask,Sitelinks,Video preview,Knowledge panel",430000,3000,3000,2015-09-01,"Informational,Non-branded,Non-local"
840,geladeira preta,黑色冰箱,br,0,41000,0.10,0.86,geladeira preta,2025-10-24 10:44:01,"Shopping,Thumbnail,Sitelinks,People also ask,Video preview",42000,9900,9900,2015-09-01,"Informational,Commercial,Non-branded,Non-local"
841,exame admissional,入学考试,br,1,41000,0.25,0.38,exame admissional,2025-10-24 20:54:22,"Featured snippet,Thumbnail,People also ask,Video preview",41000,5800,5900,2015-09-01,"Informational,Non-branded,Non-local"
842,bulking,膨胀,br,0,41000,0.10,0.62,bulking,2025-10-21 11:24:30,"People also ask,Sitelinks,Video preview",102000,16000,16000,2015-09-01,"Informational,Commercial,Non-branded,Non-local"
843,backup,备份,br,15,41000,0.30,0.25,backup,2025-10-21 14:57:39,"AI Overview,Thumbnail,People also ask,Knowledge panel",174000,5900,5900,2015-09-01,"Informational,Non-branded,Non-local"
844,barbearia perto de mim,我附近的理发店,br,2,41000,0.15,0.27,barbearia mais próxima de mim,2025-10-21 13:08:23,"Local teaser pack,Thumbnail,Video preview,Sitelinks",43000,90,90,2016-01-07,"Informational,Non-branded,Local"
845,modelo,模型,br,26,41000,0.10,0.3,modelo,2025-10-21 19:47:40,"Knowledge card,People also ask",193000,1900,2100,2015-09-01,"Informational,Non-branded,Non-local"
846,kto bet,谁打赌,br,83,41000,1.10,0.98,kto,2025-10-21 09:51:26,Sitelinks,41000,1110000,1120000,2018-11-22,"Informational,Commercial,Non-branded,Non-local"
847,alisha lehmann,艾丽莎·莱曼,br,0,41000,0.10,0.4,alisha lehmann,2025-10-24 10:50:04,"Thumbnail,People also ask,Video preview,Knowledge panel",655000,18000,19000,2016-09-19,"Informational,Non-branded,Non-local"
848,oculos de grau,处方眼镜,br,10,41000,0.15,0.56,oculos de grau,2025-10-21 10:42:04,"Shopping,Thumbnail,Sitelinks",42000,29000,30000,2015-09-01,"Informational,Commercial,Transactional,Non-branded,Non-local"
849,boquete parafuso,螺丝口交,br,0,41000,0.45,1.22,boquete parafuso,2025-10-21 19:05:55,,42000,17000,17000,2015-09-28,"Informational,Non-branded,Non-local"
850,camiseta oversized,超大号吊带背心,br,0,41000,0.10,0.89,camiseta oversized,2025-10-21 07:55:31,"Sitelinks,People also ask,Thumbnail",42000,19000,19000,2015-09-01,"Informational,Commercial,Non-branded,Non-local"
851,moveis planejados,定制家具,br,15,41000,0.30,0.72,móveis planejados,2025-10-23 00:36:10,"Local teaser pack,Thumbnail,People also ask,Sitelinks,Shopping,Video preview",42000,4600,4900,2015-09-01,"Informational,Commercial,Non-branded,Non-local"
852,cupom de desconto,折扣券,br,48,41000,0.15,0.73,cuponomia,2025-10-24 10:01:52,"Sitelinks,Video preview",43000,70000,71000,2015-09-01,"Informational,Commercial,Non-branded,Non-local"
853,ipanema,伊帕内马,br,9,41000,0.15,0.42,fidc ipanema vi,2025-10-22 03:00:43,"Sitelinks,People also ask",147000,24000,24000,2015-09-01,"Informational,Non-branded,Non-local"
854,guincho,绞盘,br,0,41000,0.60,0.28,guincho,2025-10-21 15:56:18,"Local teaser pack,Thumbnail,Sitelinks,People also ask",47000,6500,6500,2015-09-01,"Informational,Commercial,Non-branded,Non-local"
855,demissão,辞职,br,0,41000,0.10,0.32,demissão,2025-10-21 06:19:20,"Featured snippet,Top stories,Thumbnail,Knowledge panel,People also ask,Video preview",43000,3200,3200,2015-09-01,"Informational,Non-branded,Non-local"
856,ar condicionado 24000 btus,空调 24000 btus,br,0,41000,0.15,0.91,ar condicionado 24000 btus,2025-10-20 21:16:31,"Shopping,Thumbnail,People also ask,Sitelinks",42000,8400,8400,2015-09-01,"Informational,Commercial,Transactional,Non-branded,Non-local"
857,cartao de credito para negativado,信用卡负数,br,28,41000,0.20,1.29,cartao de credito para negativado,2025-10-21 10:00:29,"People also ask,Sitelinks",41000,30000,30000,2015-09-01,"Informational,Commercial,Non-branded,Non-local"
858,las vegas,拉斯维加斯,br,65,41000,0.10,0.35,las vegas,2025-10-21 07:11:25,"Knowledge panel,People also ask,Thumbnail,Top stories",1120000,3300,3700,2015-09-01,"Informational,Non-branded,Local"
859,saude mental,绍德精神,br,50,41000,0.10,0.65,saude mental,2025-10-24 22:05:23,"AI Overview,Thumbnail,Sitelinks,People also ask,Video preview,Knowledge panel",44000,16000,16000,2015-09-01,"Informational,Non-branded,Non-local"
860,multi canal,多运河,br,6,40000,0.10,0.73,multicanais,2025-10-21 15:14:32,Video preview,42000,1490000,1530000,2015-09-08,"Informational,Non-branded,Non-local"
861,workshop,车间,br,1,40000,0.15,0.3,workshop,2025-10-22 00:46:17,"AI Overview,Thumbnail,People also ask,Knowledge panel,Video preview",269000,4100,4300,2015-09-01,"Informational,Non-branded,Non-local"
862,colecistectomia,胆囊切除术,br,0,40000,0.20,0.32,colecistectomia.,2025-10-21 17:51:27,"AI Overview,Thumbnail,People also ask,Knowledge panel,Video preview",79000,700,700,2015-09-01,"Informational,Non-branded,Non-local"
863,resort,采取,br,42,40000,0.15,0.43,costa do sauipe,2025-10-20 19:51:44,"Thumbnail,Sitelinks,People also ask,Video preview",218000,41000,41000,2015-09-01,"Informational,Commercial,Non-branded,Non-local"
864,bonito ms,鲣鱼女士,br,38,40000,0.15,0.46,bonito ms,2025-10-21 09:23:32,"People also ask,Knowledge panel,Sitelinks,Thumbnail,Video preview",45000,2400,2400,2015-09-01,"Informational,Non-branded,Local"
865,wifi,无线上网,br,8,40000,0.25,0.28,claro wifi,2025-10-24 07:17:47,"People also ask,Sitelinks,Video preview",1000000,12000,12000,2015-09-01,"Informational,Non-branded,Non-local"
866,susana vieira,苏珊娜·维埃拉,br,1,40000,0.15,0.33,susana vieira,2025-10-21 09:34:27,"Thumbnail,Knowledge panel,People also ask,Video preview",46000,6000,6400,2015-09-01,"Informational,Non-branded,Non-local"
867,bets,赌注,br,69,40000,3.50,0.6,bets,2025-10-21 01:55:40,"Top stories,Thumbnail,People also ask,Knowledge panel,Video preview,Sitelinks",142000,40000,40000,2015-09-01,"Informational,Non-branded,Non-local"
868,serum,血清,br,1,40000,0.30,0.38,serum,2025-10-21 09:31:47,"Shopping,Thumbnail,People also ask,Sitelinks,Video preview",559000,3500,3500,2015-09-01,"Informational,Commercial,Non-branded,Non-local"
869,carteirinha de estudante,学生卡,br,23,40000,0.15,0.96,etufor consulta,2025-10-21 18:18:40,"Sitelinks,Knowledge panel",40000,2600,2600,2015-09-01,"Informational,Non-branded,Non-local"
870,microagulhamento,微针,br,0,40000,0.10,0.54,microagulhamento,2025-10-22 01:16:46,"AI Overview,Thumbnail,People also ask",43000,8100,9800,2015-09-01,"Informational,Non-branded,Non-local"
871,ar condicionado 9000 btus inverter,ar 空调 9000 btus 逆变器,br,0,40000,0.10,1.06,ar condicionado inverter 9000,2025-10-21 18:57:23,"Shopping,Thumbnail,People also ask,Sitelinks",41000,18000,18000,2015-09-01,"Informational,Commercial,Transactional,Non-branded,Non-local"
872,letra invisível,看不见的信,br,6,40000,0.25,0.86,espaço invisível,2025-10-22 18:48:16,"People also ask,Video preview,Thumbnail",41000,154000,157000,2015-09-02,"Informational,Non-branded,Non-local"
873,banheira,浴缸,br,0,40000,0.20,0.53,banheira,2025-10-22 11:42:16,"Shopping,Thumbnail,Sitelinks,People also ask,Video preview",44000,10000,10000,2015-09-01,"Informational,Commercial,Non-branded,Non-local"
874,ipva mg,异丙醇毫克,br,22,40000,0.30,1.19,ipva,2025-10-24 09:37:55,"Sitelinks,People also ask,Video preview",41000,314000,315000,2015-09-01,"Informational,Non-branded,Local"
875,kyle rittenhouse,凯尔·里滕豪斯,br,10,40000,0.50,,kyle rittenhouse,2025-10-21 19:05:20,"Thumbnail,Sitelinks,People also ask,Knowledge panel",495000,13000,194000,2020-08-26,"Informational,Non-branded,Non-local"
876,igpm acumulado 2024,2024 年累计 igpm,br,19,40000,0.40,,igpm ultimos 12 meses,2025-10-22 19:24:16,"Featured snippet,Sitelinks,People also ask,Video preview",41000,50000,50000,2023-05-01,"Informational,Non-branded,Non-local"
877,martina,玛蒂娜,br,2,40000,0.30,0.25,martina oliveira,2025-10-21 05:18:29,"People also ask,Thumbnail,Video preview",91000,195000,195000,2015-09-02,"Informational,Non-branded,Non-local"
878,cartão,卡片,br,67,40000,0.35,0.4,consulta cnpj,2025-10-21 20:50:42,,44000,11290000,11310000,2015-09-01,"Informational,Commercial,Non-branded,Non-local"
879,dividendos,股息,br,7,40000,0.10,0.74,dividendos,2025-10-23 08:29:16,"Top stories,Thumbnail,People also ask,Sitelinks,Video preview,Knowledge panel",68000,46000,46000,2015-09-01,"Informational,Non-branded,Non-local"
880,segurança,安全,br,26,40000,0.15,0.29,segurança,2025-10-20 22:54:10,"Local teaser pack,People also ask,Sitelinks",44000,2900,3100,2015-09-01,"Informational,Non-branded,Non-local"
881,parabrisa,挡风玻璃,br,0,40000,0.20,0.5,jornal parabrisa,2025-10-24 10:31:04,"Thumbnail,Sitelinks,People also ask,Local teaser pack,Video preview,Knowledge panel",44000,8500,8500,2015-09-01,"Informational,Commercial,Non-branded,Non-local"
882,jogo do bicho pt rio,里约热内卢动物游戏,br,50,40000,0.30,1.22,deu no poste,2025-10-21 02:44:30,Sitelinks,40000,18570000,18580000,2015-09-01,"Informational,Non-branded,Local"
883,emitir das mei,问题,br,43,40000,0.10,1.19,das mei,2025-10-21 08:58:15,"People also ask,Video preview",40000,450000,452000,2015-09-01,"Informational,Transactional,Non-branded,Non-local"
884,qatar,卡塔尔,br,79,40000,0.25,0.44,qatar,2025-10-24 08:55:41,"Sitelinks,People also ask,Top stories,Thumbnail,Video preview",1680000,7400,7600,2015-09-01,"Informational,Non-branded,Non-local"
885,fiv,五,br,4,40000,0.30,0.36,fiv,2025-10-24 20:59:29,"People also ask,Thumbnail,Sitelinks,Video preview",151000,10000,11000,2015-09-01,"Informational,Non-branded,Non-local"
886,pani puri,帕尼普里,br,14,40000,0.25,0.4,pani puri,2025-10-24 13:40:15,"Thumbnail,People also ask,Video preview",298000,5400,8500,2015-09-01,"Informational,Non-branded,Non-local"
887,voos baratos,廉价航班,br,65,39000,0.20,1.04,skyscanner,2025-10-24 07:09:11,"Sitelinks,Thumbnail,People also ask,Video preview",156000,1170000,1170000,2015-09-01,"Informational,Commercial,Transactional,Non-branded,Non-local"
888,dermatologista,皮肤科医生,br,8,39000,0.25,0.29,dermatologista,2025-10-21 09:29:52,"Local pack,Knowledge panel,People also ask,Thumbnail",46000,2900,3000,2015-09-01,"Informational,Non-branded,Non-local"
889,periodontite,牙周炎,br,3,39000,0.50,0.53,periodontite,2025-10-24 07:25:43,"Knowledge card,AI Overview,People also ask,Thumbnail,Video preview",44000,3700,3700,2015-09-01,"Informational,Non-branded,Non-local"
890,delivery,送货,br,63,39000,0.25,0.33,delivery,2025-10-20 21:50:04,"Local teaser pack,Thumbnail,Sitelinks,People also ask",550000,2000,2000,2015-09-01,"Informational,Commercial,Non-branded,Non-local"
891,botijão de gás,气瓶,br,0,39000,0.15,0.37,botijão de gás,2025-10-22 02:31:28,"Shopping,Thumbnail,Sitelinks,People also ask,Knowledge panel,Top stories",40000,1900,2000,2015-09-01,"Informational,Commercial,Transactional,Non-branded,Non-local"
892,criolipólise,冷冻溶脂,br,1,39000,0.10,0.57,criolipólise,2025-10-21 16:01:10,"AI Overview,Thumbnail,People also ask,Knowledge panel,Local teaser pack,Video preview",42000,23000,25000,2015-09-01,"Informational,Non-branded,Non-local"
893,reumatologista,风湿病学家,br,0,39000,0.15,0.49,reumatologista,2025-10-22 00:19:56,"Local teaser pack,Knowledge panel,People also ask,Video preview,Sitelinks",41000,5300,5400,2015-09-01,"Informational,Non-branded,Non-local"
894,protetor solar com cor,有色防晒霜,br,0,39000,0.25,0.73,protetor solar com cor,2025-10-22 10:43:00,"Shopping,Thumbnail,People also ask,Sitelinks,Video preview",42000,4300,4400,2015-09-01,"Informational,Commercial,Non-branded,Non-local"
895,jogo do bicho bahia,动物游戏巴伊亚,br,0,39000,0.30,1.17,resultado do jogo do bicho bahia,2025-10-21 11:54:53,,39000,323000,323000,2015-09-01,"Informational,Non-branded,Local"
896,hashtag,井号,br,35,39000,0.15,0.27,hashtag treinamentos,2025-10-24 06:27:07,"AI Overview,Thumbnail,Sitelinks,People also ask,Video preview,Knowledge panel",572000,32000,32000,2015-09-01,"Informational,Non-branded,Non-local"
897,camila araujo,卡米拉·阿劳若,br,3,39000,0.10,0.41,camila araujo,2025-10-20 22:48:52,People also ask,104000,44000,48000,2015-09-01,"Informational,Non-branded,Non-local"
898,pronampe,普罗南佩,br,48,39000,0.50,,pronampe,2025-10-21 14:42:26,"AI Overview,Thumbnail,People also ask",39000,52000,52000,2015-09-07,"Informational,Non-branded,Non-local"
899,dolar cotação,美元报价,br,61,39000,0.15,0.75,dolar hoje,2025-10-24 16:51:40,"Sitelinks,People also ask,Top stories,Thumbnail,Video preview",40000,2740000,2880000,2015-09-01,"Informational,Non-branded,Non-local"
900,radiologia,放射学,br,11,39000,0.20,0.51,radiologia,2025-10-21 12:08:18,"AI Overview,Thumbnail,People also ask,Knowledge panel",68000,26000,26000,2015-09-01,"Informational,Non-branded,Non-local"
901,coluna vertebral,脊柱,br,11,39000,0.10,0.43,coluna,2025-10-24 20:12:43,"AI Overview,Thumbnail,People also ask,Sitelinks,Video preview",44000,12000,12000,2015-09-01,"Informational,Non-branded,Non-local"
902,ipva sp,ipva sp,br,46,39000,0.20,1.1,ipva 2025,2025-10-24 07:18:16,"Sitelinks,People also ask,Video preview",40000,243000,243000,2015-09-01,"Informational,Non-branded,Local"
903,republica dominicana,多明尼加共和国,br,11,39000,0.10,0.37,republica dominicana,2025-10-22 00:09:16,"Knowledge panel,People also ask,Thumbnail,Sitelinks",277000,4000,4600,2015-09-01,"Informational,Non-branded,Non-local"
904,paraná,巴拉那州,br,72,39000,0.15,0.3,parana,2025-10-24 21:08:23,"People also ask,Knowledge panel,Thumbnail,Sitelinks,Video preview",44000,5200,5300,2015-09-01,"Informational,Non-branded,Local"
905,massoterapia,按摩疗法,br,3,39000,0.15,0.52,massoterapeuta,2025-10-21 03:32:44,"AI Overview,Thumbnail,People also ask,Knowledge panel,Video preview",56000,3100,3200,2015-09-01,"Informational,Non-branded,Non-local"
906,b2b,企业对企业,br,19,39000,0.15,0.43,b2b,2025-10-21 08:32:32,"AI Overview,Thumbnail,People also ask,Video preview,Sitelinks",486000,1400,1400,2015-09-01,"Informational,Non-branded,Non-local"
907,cassino score,卡西诺得分,br,25,39000,0.90,,cassino score,2025-10-24 04:37:03,Sitelinks,40000,26000,26000,2021-12-14,"Informational,Commercial,Non-branded,Non-local"
908,fgts saque aniversário,FGTS生日提款,br,46,39000,0.15,0.99,emprestimo fgts,2025-10-21 03:43:06,"Top stories,Thumbnail,People also ask,Sitelinks",39000,139000,140000,2017-01-03,"Informational,Non-branded,Non-local"
909,aeroporto de congonhas,孔戈尼亚斯机场,br,21,39000,0.10,0.43,aeroporto de congonhas,2025-10-22 11:48:34,"Sitelinks,People also ask,Thumbnail,Knowledge panel,Video preview",40000,8500,8600,2015-09-01,"Informational,Non-branded,Local"
910,presente dia dos namorados,情人节礼物,br,1,39000,0.10,0.92,presente dia dos namorados,2025-10-21 08:55:39,"Shopping,Thumbnail,People also ask,Sitelinks",40000,10000,10000,2015-09-01,"Informational,Commercial,Non-branded,Non-local"
911,esfoliante corporal,身体磨砂膏,br,0,39000,0.15,0.63,esfoliante corporal,2025-10-21 18:58:50,"Shopping,Thumbnail,People also ask,Sitelinks",43000,6600,6700,2015-09-01,"Informational,Commercial,Non-branded,Non-local"
912,nutrição,营养,br,24,39000,0.25,0.45,nutrição,2025-10-21 15:39:59,"AI Overview,Thumbnail,People also ask,Sitelinks,Knowledge panel",42000,7600,7900,2015-09-01,"Informational,Non-branded,Non-local"
913,trainee,学员,br,12,39000,0.10,0.71,trainee,2025-10-21 07:10:41,"AI Overview,Thumbnail,Sitelinks,Top stories,Knowledge panel,People also ask",92000,13000,13000,2015-09-01,"Informational,Non-branded,Non-local"
914,iene para real,确实有,br,2,39000,0.20,0.61,iene para real,2025-10-21 13:33:58,"People also ask,Sitelinks",47000,70000,77000,2015-09-01,"Informational,Non-branded,Non-local"
915,geladeira inverse,反向冰箱,br,1,39000,0.10,0.92,geladeira inverse,2025-10-22 12:26:57,"Shopping,Thumbnail,Sitelinks,People also ask,Video preview",39000,20000,20000,2015-09-01,"Informational,Commercial,Non-branded,Non-local"
916,rodoviária novo rio,新河汽车站,br,8,39000,0.10,0.82,rodoviária novo rio,2025-10-22 00:22:54,"Sitelinks,Local teaser pack",39000,60000,60000,2015-09-01,"Informational,Non-branded,Local"
917,eja,鱼,br,30,39000,0.15,0.71,eja,2025-10-21 17:47:17,"Sitelinks,People also ask,Knowledge panel",50000,8700,8700,2015-09-01,"Informational,Non-branded,Non-local"
918,grafica,图形,br,0,39000,0.20,0.6,grafica barretos,2025-10-21 13:46:50,"Local pack,Thumbnail,People also ask",93000,10,10,2015-09-01,"Informational,Commercial,Non-branded,Non-local"
919,sorteio loterias,抽奖,br,49,38000,0.10,1.01,sorteio loterias,2025-10-21 18:57:22,"Sitelinks,People also ask,Top stories,Thumbnail,Video preview",38000,200000,201000,2015-09-01,"Informational,Non-branded,Non-local"
920,fabio assunção,法比奥·阿松桑,br,3,38000,0.50,0.54,fabio assuncao,2025-10-21 17:54:55,"Knowledge panel,People also ask,Thumbnail,Video preview,Sitelinks",41000,5100,5400,2015-09-01,"Informational,Non-branded,Non-local"
921,melatonina gotas,褪黑激素滴剂,br,0,38000,0.10,0.93,melatonina gotas,2025-10-24 20:15:26,"Featured snippet,People also ask,Sitelinks,Video preview",42000,23000,23000,2015-09-12,"Informational,Commercial,Non-branded,Non-local"
922,t shirt,T恤,br,0,38000,0.10,0.29,tshirt,2025-10-21 23:56:09,"Thumbnail,People also ask,Shopping,Knowledge panel",635000,3200,3200,2015-09-01,"Informational,Commercial,Non-branded,Non-local"
923,maplestar,枫星,br,2,38000,1.40,,mapplestar,2025-10-24 12:20:42,"Sitelinks,People also ask",597000,300,138000,2018-08-04,"Informational,Non-branded,Non-local"
924,template,模板,br,44,38000,0.10,0.31,template,2025-10-24 17:16:23,"AI Overview,People also ask,Thumbnail,Sitelinks,Video preview,Knowledge panel",456000,12000,26000,2015-09-01,"Informational,Non-branded,Non-local"
925,classificações de psg x botafogo,PSG x 博塔弗戈评分,br,6,38000,0.45,,estatísticas de psg x botafogo,2025-10-22 01:56:52,"People also ask,Video preview",39000,108000,111000,2025-02-06,"Informational,Non-branded,Non-local"
926,nr 35,编号 35,br,6,38000,0.15,0.67,nr 35,2025-10-21 19:45:47,People also ask,39000,31000,31000,2015-09-01,"Informational,Non-branded,Non-local"
927,clima em camaçari,卡马萨里 的气候,br,0,38000,0.60,0.3,clima em camaçari,2025-10-21 07:44:56,"Knowledge card,People also ask,Sitelinks",38000,2600,2600,2015-09-15,"Informational,Non-branded,Local"
928,açougue,屠夫的,br,0,38000,0.10,0.17,caverna viçosa,2025-10-24 17:35:18,"Local teaser pack,People also ask,Thumbnail,Sitelinks,Video preview",38000,0,0,2015-09-01,"Informational,Commercial,Non-branded,Non-local"
929,direito do trabalho,劳动法,br,22,38000,0.10,0.63,clt,2025-10-22 00:22:49,"AI Overview,Sitelinks,People also ask,Knowledge panel,Video preview",40000,585000,586000,2015-09-01,"Informational,Non-branded,Non-local"
930,geladeira side by side,并排冰箱,br,0,38000,0.20,1,geladeira side by side,2025-10-24 16:23:46,"Shopping,Thumbnail,Sitelinks,People also ask,Video preview",39000,18000,18000,2015-09-01,"Informational,Commercial,Non-branded,Non-local"
931,simples nacional mei,简单但是,br,39,38000,0.10,1.18,simples nacional,2025-10-24 07:24:57,"Sitelinks,People also ask,Video preview",38000,1270000,1280000,2015-09-01,"Informational,Non-branded,Non-local"
932,wind banner,风旗,br,0,38000,0.40,0.79,wind banner,2025-10-24 12:54:24,"Local teaser pack,Thumbnail,Sitelinks,Shopping,People also ask,Video preview",39000,19000,19000,2015-09-01,"Informational,Commercial,Non-branded,Non-local"
933,d4 sewing,d4 缝纫,br,0,38000,0.25,0.48,d4 sewing,2025-10-23 21:37:55,Sitelinks,38000,16000,16000,2015-10-23,"Informational,Non-branded,Non-local"
934,pacotes de viagens,旅行套餐,br,57,38000,0.10,1.17,cvc,2025-10-21 13:58:12,"Sitelinks,Thumbnail,People also ask",39000,428000,430000,2015-09-01,"Informational,Commercial,Non-branded,Non-local"
935,cartões de crédito,信用卡,br,61,38000,0.30,0.77,cartao de credito,2025-10-21 21:22:34,"Sitelinks,People also ask",48000,50000,52000,2015-09-01,"Informational,Commercial,Non-branded,Non-local"
936,parafuso,拧紧,br,5,38000,0.10,0.26,parafuso,2025-10-21 13:13:35,"Sitelinks,Local teaser pack,People also ask,Thumbnail",40000,9700,9800,2015-09-01,"Informational,Commercial,Non-branded,Non-local"
937,comprar seguidores,购买追随者,br,0,38000,0.15,1.65,comprar seguidores,2025-10-21 10:59:05,"Thumbnail,Video preview,People also ask,Sitelinks",47000,30000,31000,2015-09-01,"Informational,Commercial,Transactional,Non-branded,Non-local"
938,jogos futebol hoje,今天的足球比赛,br,65,38000,0.15,0.84,jogos de hoje,2025-10-23 00:18:58,"Top stories,Thumbnail,Sitelinks,People also ask,Video preview",54000,2590000,2640000,2015-09-01,"Informational,Non-branded,Non-local"
939,estomago,胃,br,1,38000,0.10,0.25,estomago,2025-10-22 03:22:08,"AI Overview,Thumbnail,People also ask,Video preview",162000,3600,3900,2015-09-01,"Informational,Non-branded,Non-local"
940,madeleine mccann,马德琳·麦肯,br,1,38000,0.10,1,madeleine mccann,2025-10-24 19:32:43,"Top stories,Thumbnail,People also ask,Video preview",610000,15000,22000,2015-09-01,"Informational,Non-branded,Non-local"
941,curso,课程,br,77,38000,0.20,0.36,senac,2025-10-24 15:31:33,"People also ask,Sitelinks,Video preview",74000,189000,189000,2015-09-01,"Informational,Non-branded,Non-local"
942,maiô,可能,br,2,38000,0.10,0.69,maiô feminino,2025-10-24 14:18:38,"Thumbnail,Sitelinks,Shopping,People also ask,Video preview",39000,10000,10000,2015-09-01,"Informational,Commercial,Transactional,Non-branded,Non-local"
943,bar romantico p ficar de conversinha aki perto,附近浪漫的酒吧聊天,br,0,38000,0.10,,bar romantico p ficar de conversinha aki perto,2025-10-24 20:09:17,"AI Overview,Video preview,Thumbnail,People also ask,Sitelinks",38000,14000,14000,2023-07-27,"Informational,Non-branded,Local"
944,calendario 2025 imprimir,日历 2025 打印,br,0,38000,0.30,,calendário 2025 para imprimir,2025-10-21 18:26:03,"Thumbnail,Sitelinks",44000,68000,71000,2023-01-24,"Informational,Non-branded,Non-local"
945,preco do dolar,为什么高达一美元？,br,65,38000,0.10,0.6,cotação dolar,2025-10-21 07:31:19,"Sitelinks,Knowledge panel,People also ask",41000,1910000,2110000,2015-09-01,"Informational,Non-branded,Non-local"
946,ar condicionado inverter 9000,变频空调9000,br,0,38000,0.10,1.12,ar condicionado inverter 9000,2025-10-21 18:31:24,"Shopping,Thumbnail,People also ask,Sitelinks",38000,18000,18000,2015-09-01,"Informational,Commercial,Transactional,Non-branded,Non-local"
947,cesta de natal,出生篮,br,1,38000,0.10,0.86,cesta de natal para empresas,2025-10-21 13:09:15,"Shopping,Thumbnail,Sitelinks",39000,2600,2600,2015-09-01,"Informational,Commercial,Transactional,Non-branded,Non-local"
