#,Keyword,中文释义,Country,Difficulty,Volume,CPC,CPS,Parent Keyword,Last Update,SERP Features,Global volume,Traffic potential,Global traffic potential,First seen,Intents
263,thailand,泰国,se,10,29000,0.25,0.43,thailand,2025-10-21 05:36:18,"Knowledge panel,People also ask,Top stories,Thumbnail,Sitelinks",1920000,4500,4500,2015-09-01,"Informational,Non-branded,Non-local"
264,isabella löwengrip,伊莎贝拉·洛文格里普,se,11,29000,0.30,0.93,isabella löwengrip blogg,2025-10-21 14:32:40,"Sitelinks,People also ask",34000,20000,21000,2015-09-04,"Informational,Non-branded,Non-local"
265,sophie rain porn,苏菲雨色情,se,37,29000,1.10,,sophie rain porn,2025-10-24 22:59:01,,1550000,15000,761000,2023-04-20,"Non-branded,Non-local"
266,urinvägsinfektion,尿路感染,se,19,29000,0.80,1.01,urinvägsinfektion,2025-10-21 17:59:31,"Thumbnail,People also ask,Knowledge panel",31000,40000,41000,2015-09-01,"Informational,Non-branded,Non-local"
267,balklänning,舞会礼服,se,0,29000,0.25,1.58,balklänning,2025-10-21 15:48:02,"Sitelinks,Thumbnail",29000,15000,16000,2015-09-01,"Informational,Commercial,Transactional,Non-branded,Non-local"
268,cv,简历,se,22,29000,1.60,0.97,cv,2025-10-24 21:08:01,"Top ads,Paid sitelinks,AI Overview,Thumbnail,Sitelinks,People also ask,Bottom ads,Knowledge panel",2180000,8000,8100,2015-09-01,"Informational,Non-branded,Non-local"
269,växthus,温室,se,20,29000,0.70,1.44,växthus,2025-10-21 00:43:16,"Shopping,Thumbnail,Sitelinks",30000,7600,7700,2015-09-01,"Informational,Commercial,Transactional,Non-branded,Non-local"
270,tv bänk,电视柜,se,1,29000,0.20,1.54,tv bänk valnöt,2025-10-20 16:20:17,"Shopping,Thumbnail,Sitelinks",30000,17000,17000,2015-09-01,"Informational,Commercial,Transactional,Non-branded,Non-local"
271,tiramisu,提拉米苏,se,0,28000,0.20,0.79,tiramisu,2025-10-20 03:15:56,"Thumbnail,Top stories,People also ask,Video preview",1900000,17000,17000,2015-09-01,"Informational,Non-branded,Non-local"
272,posters,海报,se,24,28000,0.50,1.37,posters,2025-10-21 08:28:45,"Sitelinks,Thumbnail,People also ask",256000,13000,13000,2015-09-01,"Informational,Commercial,Non-branded,Non-local"
273,gardiner,加德纳,se,4,28000,0.30,1.53,gardiner,2025-10-22 22:03:08,"Shopping,Thumbnail,Sitelinks,Video preview",70000,10000,10000,2015-09-01,"Informational,Commercial,Non-branded,Non-local"
274,malta,马耳他,se,23,28000,0.20,0.52,malta,2025-10-24 21:47:43,"Knowledge panel,People also ask,Thumbnail,Sitelinks,Video preview",2210000,2300,2300,2015-09-01,"Informational,Non-branded,Non-local"
275,nationella prov 2024,2024年全国考试,se,0,28000,1.70,,nationella prov 2024,2025-10-20 13:57:41,"Sitelinks,People also ask",28000,13000,13000,2022-08-26,"Informational,Non-branded,Non-local"
276,singapore,新加坡,se,94,28000,0.10,0.5,singapore,2025-10-21 01:30:35,"Knowledge panel,People also ask,Thumbnail,Sitelinks",2110000,3200,3200,2015-09-01,"Informational,Non-branded,Local"
277,robotgräsklippare,机器人割草机,se,3,28000,0.50,1.13,robotgräsklippare,2025-10-20 23:25:38,"Thumbnail,Shopping,People also ask,Sitelinks",30000,18000,18000,2015-09-01,"Informational,Commercial,Non-branded,Non-local"
278,news,消息,se,98,28000,0.10,0.57,news,2025-10-21 19:57:56,"Sitelinks,Top stories,Thumbnail",38160000,8000,8100,2015-09-01,"Informational,Non-branded,Non-local"
279,sneakers dam,运动鞋坝,se,0,28000,0.20,1.11,sneakers dam,2025-10-21 23:55:06,"Sitelinks,Thumbnail,Shopping",29000,5700,5700,2015-09-03,"Informational,Commercial,Non-branded,Non-local"
280,skatteåterbäring,退税,se,3,28000,0.15,1.09,skatteåterbäring 2025,2025-10-24 11:54:13,"People also ask,Video preview",29000,48000,48000,2015-09-03,"Informational,Non-branded,Non-local"
281,billiga flyg,廉价航班,se,66,28000,0.30,1.22,flygresor,2025-10-21 19:58:21,"Sitelinks,Thumbnail",32000,216000,237000,2015-09-01,"Informational,Commercial,Non-branded,Non-local"
282,lady gaga,嘎嘎小姐,se,78,28000,0.20,0.47,lady gaga,2025-10-21 04:05:56,"Knowledge panel,People also ask,Thumbnail,Sitelinks",3040000,1000,1000,2015-09-01,"Informational,Non-branded,Non-local"
283,newcastle,纽卡斯尔,se,74,28000,0.25,0.36,newcastle,2025-10-18 07:36:27,"Thumbnail,Sitelinks,Knowledge panel,People also ask,Top stories",1690000,1800,1800,2015-09-01,"Informational,Non-branded,Local"
284,björn borg,比约恩博格,se,26,28000,0.40,0.66,björn borg,2025-10-20 11:48:29,"Thumbnail,Sitelinks,People also ask,Top stories",82000,12000,12000,2015-09-01,"Informational,Non-branded,Non-local"
285,kläder,衣服,se,43,28000,0.30,1.13,bubbleroom,2025-10-18 17:29:08,"Sitelinks,Thumbnail",30000,78000,78000,2015-09-01,"Informational,Commercial,Non-branded,Non-local"
286,bio,生物,se,53,28000,0.25,0.8,filmstaden,2025-10-24 23:21:23,"Sitelinks,People also ask,Thumbnail,Video preview",416000,198000,199000,2015-09-01,"Informational,Non-branded,Non-local"
287,gdansk,格但斯克,se,10,28000,0.20,0.49,gdansk,2025-10-22 01:51:18,"Knowledge panel,People also ask,Thumbnail",319000,2100,2100,2015-09-01,"Informational,Non-branded,Local"
288,second hand,二手,se,39,28000,0.15,0.43,second hand,2025-10-24 18:42:20,"Thumbnail,Sitelinks,People also ask,Video preview",140000,6700,6800,2015-09-02,"Informational,Commercial,Non-branded,Non-local"
289,casino utan svensk licens,没有瑞典执照的赌场,se,65,28000,6.00,1.42,casino utan svensk licens,2025-10-24 22:06:16,"Sitelinks,Knowledge panel",48000,38000,39000,2019-01-22,"Informational,Commercial,Non-branded,Non-local"
290,adhd,多动症,se,11,28000,0.10,0.84,adhd,2025-10-21 15:27:13,"AI Overview,Thumbnail,People also ask,Top stories,Sitelinks",2530000,26000,26000,2015-09-01,"Informational,Non-branded,Non-local"
291,banankaka,银行,se,0,27000,0.35,1.4,banankaka,2025-10-21 14:46:07,"Top stories,Thumbnail,Video preview",28000,10000,10000,2015-09-01,"Informational,Non-branded,Non-local"
292,tom hardy,汤姆·哈迪,se,62,27000,0.15,0.41,tom hardy,2025-10-24 21:19:47,"Knowledge panel,Thumbnail,People also ask,Sitelinks,Video preview",1930000,3600,3600,2015-09-01,"Informational,Non-branded,Non-local"
293,borrelia,伯氏疏螺旋体,se,12,27000,0.15,0.94,borrelia,2025-10-21 13:38:24,"AI Overview,Thumbnail,People also ask",47000,40000,40000,2015-09-01,"Informational,Non-branded,Non-local"
294,boeuf bourguignon,勃艮第牛肉,se,2,27000,0.10,1.16,boeuf bourguignon recept,2025-10-24 07:16:19,"Thumbnail,Top stories,People also ask,Video preview",336000,6100,6100,2015-09-01,"Informational,Non-branded,Non-local"
295,julkalender,圣诞日历,se,3,27000,0.15,0.81,julkalender,2025-10-21 08:33:52,Knowledge panel,28000,10000,10000,2015-09-04,"Informational,Commercial,Non-branded,Non-local"
296,island,岛,se,0,27000,0.25,0.53,island,2025-10-21 19:25:12,"Knowledge panel,People also ask,Thumbnail,Sitelinks,Top stories",582000,1700,1700,2015-09-01,"Informational,Non-branded,Non-local"
297,zara larsson,扎拉·拉尔森,se,55,27000,0.15,0.65,zara larsson,2025-10-21 19:56:37,"Knowledge panel,Top stories,Thumbnail,People also ask,Sitelinks",201000,3300,3300,2015-09-01,"Informational,Non-branded,Non-local"
298,iran,伊朗,se,3,27000,0.15,0.65,iran,2025-10-24 23:07:31,"Top stories,People also ask,Thumbnail,Sitelinks,Knowledge panel",2980000,700,700,2015-09-01,"Informational,Non-branded,Non-local"
299,portugal,葡萄牙,se,2,27000,0.25,0.44,portugal,2025-10-21 12:07:54,"Knowledge panel,People also ask,Top stories,Thumbnail,Sitelinks",2940000,1600,1600,2015-09-01,"Informational,Non-branded,Non-local"
300,sundsvall,海峡防波堤,se,54,27000,0.40,0.43,sundsvall,2025-10-21 02:33:31,"Thumbnail,Sitelinks,Knowledge panel,People also ask",41000,11000,11000,2015-09-01,"Informational,Non-branded,Local"
301,ryggsäck,背包,se,0,27000,0.20,1.15,ryggsäck,2025-10-21 21:27:48,"Shopping,Thumbnail,Sitelinks",29000,3600,3700,2015-09-01,"Informational,Commercial,Non-branded,Non-local"
302,cheesecake,芝士蛋糕,se,0,27000,0.20,0.96,cheesecake,2025-10-24 07:50:13,"Top stories,Thumbnail,Video preview",942000,9400,9500,2015-09-01,"Informational,Non-branded,Non-local"
303,bruce willis,布鲁斯·威利斯,se,27,27000,0.10,0.39,bruce willis,2025-10-21 20:40:04,"Knowledge panel,People also ask,Thumbnail,Sitelinks",2240000,6200,6200,2015-09-01,"Informational,Non-branded,Non-local"
304,pi,圆周率,se,69,27000,0.70,0.49,pi,2025-10-20 20:42:51,"Knowledge card,People also ask,Thumbnail,Sitelinks",2170000,2400,2400,2015-09-01,"Informational,Non-branded,Non-local"
305,eskilstuna,埃斯基尔斯蒂纳,se,56,27000,0.30,0.38,eskilstuna kommun,2025-10-20 23:52:02,"Sitelinks,People also ask,Top stories,Thumbnail",32000,13000,13000,2015-09-01,"Informational,Non-branded,Local"
306,glass,玻璃,se,9,27000,0.25,0.31,glass,2025-10-22 00:52:23,"Thumbnail,Sitelinks",570000,2300,2300,2015-09-01,"Informational,Commercial,Non-branded,Non-local"
307,email,电子邮件,se,98,27000,0.50,0.68,gmail,2025-10-21 01:05:17,Sitelinks,9330000,48000,11230000,2015-09-01,"Informational,Non-branded,Non-local"
308,jönköping,延雪平,se,67,27000,0.30,0.33,jönköping,2025-10-20 22:09:04,"Thumbnail,Sitelinks,Knowledge panel,People also ask,Top stories",38000,7300,7400,2015-09-01,"Informational,Non-branded,Local"
309,pizzadeg,披萨面团,se,0,27000,0.15,1.32,pizzadeg,2025-10-20 21:29:02,"Top stories,Thumbnail,Video preview",28000,13000,14000,2015-09-01,"Informational,Non-branded,Non-local"
310,lol,哈哈,se,38,27000,0.15,0.79,lol,2025-10-21 00:52:31,"AI Overview,Thumbnail,Sitelinks,People also ask",1570000,26000,298000,2015-09-01,"Informational,Non-branded,Non-local"
311,begagnade bilar,二手车,se,19,27000,0.35,1.18,begagnade bilar värnamo,2025-10-21 00:51:52,Sitelinks,29000,300,300,2015-09-01,"Informational,Commercial,Transactional,Non-branded,Non-local"
312,körkort,驾驶执照,se,13,27000,0.40,0.82,körkort,2025-10-20 21:57:54,"Sitelinks,People also ask,Knowledge panel,Top stories,Thumbnail,Video preview",29000,15000,15000,2015-09-01,"Informational,Non-branded,Non-local"
313,mobilskal,手机壳,se,9,27000,0.50,1.31,mobilskal,2025-10-24 10:07:22,"Sitelinks,Shopping,Thumbnail,People also ask",28000,11000,11000,2015-09-01,"Informational,Commercial,Non-branded,Non-local"
314,spanien,西班牙,se,5,27000,0.20,0.41,spanien,2025-10-21 09:20:28,"Top stories,Thumbnail,Knowledge panel,People also ask,Sitelinks",202000,1800,1900,2015-09-01,"Informational,Non-branded,Non-local"
315,kendrick lamar,肯德里克·拉马尔,se,70,27000,0.30,0.49,kendrick lamar,2025-10-18 21:17:10,"Knowledge panel,Thumbnail,Sitelinks,People also ask,Video preview",2270000,2700,2700,2015-09-01,"Informational,Non-branded,Non-local"
316,björn gustafsson,比约恩·古斯塔夫森,se,3,27000,0.10,0.56,björn gustafsson,2025-10-21 17:40:41,"Thumbnail,Sitelinks,Knowledge panel,Video preview",29000,12000,12000,2015-09-01,"Informational,Non-branded,Non-local"
317,karlstad,卡尔斯塔德,se,48,27000,0.60,0.37,karlstad,2025-10-21 10:19:31,"Sitelinks,Top stories,Thumbnail,Knowledge panel,People also ask",45000,12000,12000,2015-09-01,"Informational,Non-branded,Local"
318,stockholm väder,斯德哥尔摩 天气,se,5,27000,0.60,0.61,väder,2025-10-20 22:34:42,"Knowledge card,Sitelinks",28000,19000,20000,2015-09-01,"Informational,Non-branded,Local"
319,ögoninflammation,眼睛发炎,se,0,27000,0.25,0.95,ögoninflammation barn,2025-10-21 10:07:03,"Thumbnail,People also ask",28000,40000,40000,2015-09-01,"Informational,Non-branded,Non-local"
320,bostadsbidrag,住房补贴,se,11,27000,0.15,1.11,bostadsbidrag,2025-10-21 01:54:56,"Sitelinks,People also ask",28000,33000,33000,2015-09-01,"Informational,Non-branded,Non-local"
321,hotell göteborg,哥德堡酒店,se,52,27000,1.10,1.04,hotell göteborg,2025-10-22 00:42:45,"Sitelinks,Thumbnail",29000,8100,8500,2015-09-01,"Informational,Commercial,Transactional,Non-branded,Local"
322,titanic,泰坦尼克号,se,32,27000,0.15,0.56,titanic,2025-10-21 15:06:15,"Thumbnail,People also ask",2120000,16000,16000,2015-09-01,"Informational,Non-branded,Non-local"
323,däck,甲板,se,62,27000,0.60,1.48,däck365,2025-10-18 23:21:24,"Top ads,Sitelinks,Thumbnail,Bottom ads,Paid sitelinks",29000,32000,32000,2015-09-01,"Informational,Commercial,Non-branded,Non-local"
324,schweiz,瑞士,se,2,27000,0.15,0.37,schweiz,2025-10-21 20:46:31,"Knowledge panel,People also ask,Thumbnail,Sitelinks",214000,2700,2700,2015-09-01,"Informational,Non-branded,Non-local"
325,pad thai,泰式炒河粉,se,0,26000,0.15,0.85,pad thai,2025-10-21 20:09:37,"Thumbnail,Top stories,People also ask",700000,20000,20000,2015-09-01,"Informational,Non-branded,Non-local"
326,blake lively,布莱克·莱弗,se,64,26000,0.15,0.35,blake lively,2025-10-21 16:50:04,"Knowledge panel,Thumbnail,Sitelinks",2650000,3000,30000,2015-09-01,"Informational,Non-branded,Non-local"
327,proteinpulver,蛋白粉,se,2,26000,0.70,1.09,proteinpulver,2025-10-23 00:46:44,"People also ask,Shopping,Thumbnail,Sitelinks,Video preview",112000,6200,6200,2015-09-01,"Informational,Commercial,Transactional,Non-branded,Non-local"
328,cykel,自行车,se,4,26000,0.20,0.79,sportson,2025-10-21 14:34:36,"Thumbnail,Shopping,People also ask,Sitelinks,Top stories",46000,16000,16000,2015-09-01,"Informational,Commercial,Non-branded,Non-local"
329,tłumacz,翻译者,se,36,26000,0.10,0.15,tłumacz,2025-10-20 21:54:02,,7950000,3400,968000,2015-09-01,"Informational,Non-branded,Non-local"
330,kap verde,佛得角,se,3,26000,0.20,0.69,kap verde,2025-10-21 21:06:07,"Knowledge panel,People also ask,Thumbnail,Sitelinks",155000,3300,3300,2015-09-01,"Informational,Non-branded,Non-local"
331,ö,ö,se,0,26000,0.25,0.22,ö,2025-10-21 02:45:53,"AI Overview,People also ask,Video preview",123000,2700,2700,2015-09-01,"Informational,Non-branded,Non-local"
332,michael jackson,迈克尔·杰克逊,se,66,26000,0.15,0.45,hur dog michael jackson,2025-10-24 13:32:18,"People also ask,Thumbnail,Knowledge panel",3090000,2100,2100,2015-09-01,"Informational,Non-branded,Non-local"
333,resväska,手提箱,se,1,26000,0.30,1.38,resväska,2025-10-21 17:54:12,"Shopping,Thumbnail,Sitelinks,People also ask",28000,11000,11000,2015-09-01,"Informational,Commercial,Non-branded,Non-local"
334,smörgåstårta,三明治蛋糕,se,0,26000,0.40,0.84,smörgåstårta,2025-10-20 20:57:46,"Top stories,Thumbnail,People also ask,Sitelinks,Video preview",40000,7400,9000,2015-09-01,"Informational,Non-branded,Non-local"
335,sängbord,床头柜,se,1,26000,0.20,1.66,sängbord,2025-10-19 16:57:12,"Thumbnail,People also ask",27000,30000,30000,2015-09-01,"Informational,Commercial,Non-branded,Non-local"
336,mats löfving,垫叶翼,se,0,26000,0.80,0.61,mats löfving,2025-10-20 23:37:37,"Thumbnail,People also ask,Knowledge panel",26000,5300,5300,2015-09-21,"Informational,Non-branded,Non-local"
337,griljera skinka,烤火腿,se,0,26000,0.10,1.16,griljera julskinka,2025-10-19 23:20:16,"Top stories,Thumbnail,People also ask",26000,45000,45000,2015-09-23,"Informational,Non-branded,Non-local"
338,diskmaskin,洗碗机,se,2,26000,0.20,0.98,diskmaskin,2025-10-21 14:01:32,"People also ask,Shopping,Thumbnail",27000,16000,16000,2015-09-01,"Informational,Commercial,Non-branded,Non-local"
339,eltandborste,电动牙刷,se,0,26000,0.45,1.19,eltandborste,2025-10-21 13:37:17,"Sitelinks,People also ask,Shopping,Thumbnail",27000,5600,5700,2015-09-01,"Informational,Commercial,Non-branded,Non-local"
340,pasta,面食,se,1,26000,0.10,0.49,pasta,2025-10-20 06:31:19,"Top stories,Thumbnail,Sitelinks",1080000,6100,6100,2015-09-01,"Informational,Non-branded,Non-local"
341,u,你,se,46,26000,0.10,0.65,u,2025-10-21 03:53:59,"Video preview,Sitelinks",2580000,1000,1000,2015-09-01,"Informational,Non-branded,Non-local"
342,helikopterrånet dömda,直升机抢劫案被定罪,se,0,26000,1.40,1.11,helikopterrånet dömda,2025-10-19 10:19:35,"People also ask,Video preview",26000,19000,19000,2015-09-04,"Informational,Non-branded,Non-local"
343,it,它,se,67,26000,0.30,0.48,it,2025-10-21 15:36:30,"People also ask,Knowledge panel,Sitelinks,Video preview",1940000,3300,144000,2015-09-01,"Informational,Non-branded,Non-local"
344,alfabetet,字母表,se,3,26000,0.15,0.44,alfabetet,2025-10-21 10:06:44,"Thumbnail,People also ask,Video preview,Knowledge panel",53000,17000,17000,2015-09-01,"Informational,Non-branded,Non-local"
345,magdalena graaf,抹大拉伯爵,se,6,26000,1.60,0.91,magdalena graaf,2025-10-24 11:19:04,"Thumbnail,People also ask,Video preview",30000,41000,43000,2015-09-01,"Informational,Non-branded,Non-local"
346,w,w,se,67,25000,0.30,0.33,w,2025-10-24 08:57:06,"People also ask,Video preview,Sitelinks,Knowledge panel",4620000,6800,6800,2015-09-01,"Informational,Non-branded,Non-local"
347,powerbank,充电宝,se,1,25000,0.15,1.15,powerbank,2025-10-24 00:56:44,"People also ask,Shopping,Thumbnail,Video preview",550000,13000,13000,2015-09-01,"Informational,Commercial,Non-branded,Non-local"
348,elscooter,埃尔滑板车,se,4,25000,0.35,1.31,elscooter,2025-10-21 06:47:17,"Shopping,Thumbnail,Sitelinks,People also ask",28000,8000,8000,2015-09-01,"Informational,Commercial,Non-branded,Non-local"
349,japan,日本,se,42,25000,0.25,0.44,fakta om japan,2025-10-21 22:04:10,"Top stories,Thumbnail,Knowledge panel,People also ask,Sitelinks",1990000,500,500,2015-09-01,"Informational,Non-branded,Non-local"
350,hörlurar,耳机,se,1,25000,0.15,0.89,hörlurar,2025-10-22 23:37:20,"Thumbnail,Shopping,People also ask,Sitelinks,Video preview",26000,8200,8500,2015-09-01,"Informational,Commercial,Non-branded,Non-local"
351,www,万维网,se,95,25000,0.50,0.43,aftonbladet,2025-10-24 12:49:23,"Sitelinks,People also ask",3980000,3470000,3780000,2015-09-01,"Informational,Navigational,Non-branded,Non-local"
352,blåbärspaj,蓝莓派,se,0,25000,0.10,1.24,blåbärspaj,2025-10-21 07:16:08,"Top stories,Thumbnail,Video preview",27000,11000,12000,2015-09-01,"Informational,Non-branded,Non-local"
353,målarbilder,着色图片,se,1,25000,0.15,0.95,målarbilder,2025-10-21 17:49:18,Thumbnail,25000,4700,5000,2015-09-01,"Informational,Non-branded,Non-local"
354,chocolate chip cookies,巧克力饼干,se,65,25000,0.80,1.12,chocolate chip cookies,2025-10-24 22:15:05,"Top stories,Thumbnail,Sitelinks,Video preview",402000,5200,5200,2015-09-01,"Informational,Non-branded,Non-local"
355,sek to euro,秒 兑换 欧元,se,3,25000,0.15,0.51,sek to eur,2025-10-24 09:50:23,People also ask,52000,44000,45000,2015-09-01,"Informational,Non-branded,Non-local"
356,patagonia,巴塔哥尼亚,se,0,25000,0.30,0.88,patagonia,2025-10-24 20:02:22,"Sitelinks,Thumbnail,People also ask,Local pack,Shopping,Video preview",1720000,17000,543000,2015-09-01,"Informational,Commercial,Non-branded,Non-local"
357,brunsås,棕色酱,se,0,25000,0.10,1.2,brunsås,2025-10-19 22:32:54,"Thumbnail,Top stories,People also ask,Video preview",26000,18000,19000,2015-09-01,"Informational,Non-branded,Non-local"
358,internationella kvinnodagen,国际妇女节,se,3,25000,2.00,0.4,internationella kvinnodagen,2025-10-20 22:46:26,"Knowledge card,People also ask,Thumbnail,Knowledge panel",25000,3000,3100,2015-10-07,"Informational,Non-branded,Non-local"
359,växjö,成长湖,se,48,25000,0.15,0.32,växjö,2025-10-24 18:37:13,"Sitelinks,People also ask",32000,10000,11000,2015-09-01,"Informational,Non-branded,Local"
360,fåtölj,扶手椅,se,0,25000,0.25,1.05,ikea fåtölj,2025-10-21 12:06:56,"Thumbnail,Shopping,Sitelinks,Bottom ads",26000,22000,23000,2015-09-01,"Informational,Commercial,Non-branded,Non-local"
361,vårdcentral,健康中心,se,48,25000,0.50,0.39,vårdcentral,2025-10-21 19:26:40,"Local pack,Sitelinks,Thumbnail",26000,4900,5100,2015-09-01,"Informational,Non-branded,Non-local"
362,vinterjacka herr,冬季夹克男,se,0,25000,0.20,1.57,vinterjacka herr,2025-10-21 00:54:55,"Thumbnail,Sitelinks",25000,20000,20000,2015-09-01,"Informational,Commercial,Non-branded,Non-local"
363,eva rydberg,伊娃·里德伯格,se,2,25000,0.45,0.48,eva rydberg,2025-10-21 13:47:22,"Thumbnail,Sitelinks,Knowledge panel,Top stories,People also ask",26000,3900,3900,2015-09-02,"Informational,Non-branded,Non-local"
364,bihåleinflammation,鼻窦炎,se,0,25000,0.10,1,bihåleinflammation,2025-10-21 15:48:44,"Thumbnail,People also ask",26000,37000,38000,2015-09-01,"Informational,Non-branded,Non-local"
365,när kommer posten,邮件什么时候到达,se,19,25000,0.15,1.51,när kommer posten,2025-10-21 06:42:29,People also ask,25000,63000,63000,2015-09-01,"Informational,Non-branded,Non-local"
366,desloratadin,地氯雷他定,se,0,25000,0.20,0.75,desloratadin,2025-10-21 13:05:03,"AI Overview,Thumbnail,People also ask",80000,19000,19000,2015-09-07,"Informational,Commercial,Non-branded,Non-local"
367,carolina gynning,卡罗莱纳州青睐,se,6,25000,0.10,0.83,gynning,2025-10-24 12:48:56,"Thumbnail,People also ask,Sitelinks,Knowledge panel",30000,1100,1100,2015-09-01,"Informational,Non-branded,Non-local"
368,magnus uggla,大猫头鹰,se,18,25000,0.15,0.55,magnus uggla,2025-10-24 16:19:02,"Knowledge panel,Thumbnail,Sitelinks,People also ask,Video preview",27000,1700,1700,2015-09-01,"Informational,Non-branded,Non-local"
369,taper fade,锥度褪色,se,0,25000,0.20,0.27,taper fade,2025-10-20 18:02:39,"Thumbnail,People also ask,Video preview",3210000,1000,1000,2015-10-05,"Informational,Non-branded,Non-local"
370,grisch,格里施,se,0,25000,0.10,,grisch,2025-10-16 10:28:46,"Thumbnail,People also ask,Knowledge panel",32000,28000,28000,2015-11-07,"Informational,Non-branded,Non-local"
371,pergola,凉棚,se,0,25000,0.50,0.67,pergola,2025-10-21 17:58:50,"Shopping,Thumbnail,People also ask,Sitelinks",924000,2800,2900,2015-09-01,"Informational,Commercial,Non-branded,Non-local"
372,fettisdagen 2025,2025 年肥胖日,se,2,25000,2.00,,fettisdagen 2025,2025-10-20 01:39:02,"Thumbnail,People also ask",26000,16000,16000,2021-02-16,"Informational,Non-branded,Non-local"
373,potatis och purjolökssoppa,土豆韭菜汤,se,0,25000,0.20,1.44,potatis och purjolökssoppa,2025-10-21 03:19:03,"Video preview,Top stories,Thumbnail",26000,27000,27000,2015-09-01,"Informational,Non-branded,Non-local"
374,sexleksaker,性玩具,se,64,24000,0.80,1.65,sexleksaker,2025-10-21 09:04:03,,25000,29000,29000,2015-09-01,"Informational,Commercial,Transactional,Non-branded,Non-local"
375,broccolisoppa,西兰花汤,se,0,24000,0.20,1.42,broccolisoppa,2025-10-21 12:33:00,"Top stories,Thumbnail,Video preview",25000,26000,27000,2015-09-01,"Informational,Non-branded,Non-local"
376,senaste nytt,最新消息,se,93,24000,0.20,1.13,expressen,2025-10-21 15:45:28,"Sitelinks,Top stories,Thumbnail",26000,3350000,3640000,2015-09-01,"Informational,Non-branded,Non-local"
377,adventskalender 2024,2024 年降临节日历,se,2,24000,0.20,,adventskalender 2025,2025-10-22 00:28:39,"Shopping,Thumbnail,Sitelinks",222000,15000,15000,2022-10-31,"Informational,Commercial,Transactional,Non-branded,Non-local"
378,test,测试,se,38,24000,0.80,0.38,speedtest,2025-10-20 18:01:33,"AI Overview,Thumbnail,Sitelinks",3320000,132000,132000,2015-09-01,"Informational,Non-branded,Non-local"
379,solglasögon,太阳镜,se,2,24000,0.35,1.16,solglasögon,2025-10-21 11:06:45,"Thumbnail,Sitelinks",26000,6300,6400,2015-09-01,"Informational,Commercial,Transactional,Non-branded,Non-local"
380,maradona,马拉多纳,se,47,24000,0.15,0.52,diego maradona,2025-10-21 13:10:49,"Thumbnail,People also ask,Knowledge panel,Video preview",883000,4600,4600,2015-09-03,"Informational,Non-branded,Non-local"
381,sex video,性爱视频,se,90,24000,0.80,1.35,xxx,2025-10-21 14:44:02,,37720000,1120000,203100000,2015-09-01,"Non-branded,Non-local"
382,hjärta,心,se,3,24000,0.35,0.29,hjärta,2025-10-21 12:30:54,"Thumbnail,People also ask",25000,3600,3800,2015-09-01,"Informational,Non-branded,Non-local"
383,vinterjacka,冬季夹克,se,0,24000,0.20,1.14,vinterjacka,2025-10-20 20:26:02,,25000,32000,32000,2015-09-01,"Informational,Commercial,Transactional,Non-branded,Non-local"
384,casino online,在线赌场,se,83,24000,9.00,1.1,casino,2025-10-21 14:13:50,Sitelinks,829000,39000,41000,2015-09-01,"Informational,Commercial,Transactional,Non-branded,Non-local"
385,högskoleprovet 2025,2025年高考,se,2,24000,0.70,,högskoleprovet 2025,2025-10-24 19:26:49,"People also ask,Bottom ads,Paid sitelinks",25000,4000,4000,2023-10-21,"Informational,Non-branded,Non-local"
386,jobb,正确的,se,24,24000,0.45,1.1,platsbanken,2025-10-21 23:58:52,Sitelinks,37000,377000,382000,2015-09-01,"Informational,Non-branded,Non-local"
387,östersund,厄斯特松德,se,52,24000,0.30,0.4,östersund,2025-10-21 01:30:15,"Sitelinks,Thumbnail,Knowledge panel,Top stories,People also ask",38000,11000,11000,2015-09-01,"Informational,Non-branded,Local"
388,karlatornet,卡尔拉托网,se,1,24000,0.35,0.97,karlatornet,2025-10-20 19:04:29,"AI Overview,Thumbnail,People also ask,Knowledge panel,Top stories,Bottom ads",26000,15000,15000,2015-09-01,"Informational,Non-branded,Non-local"
389,hpv,HPV,se,6,24000,0.45,0.72,hpv,2025-10-21 01:11:18,"People also ask,Knowledge panel",1270000,21000,21000,2015-09-01,"Informational,Non-branded,Non-local"
390,svinkoppor,猪痘,se,0,24000,0.10,0.86,svinkoppor,2025-10-24 20:29:24,People also ask,26000,30000,31000,2015-09-01,"Informational,Non-branded,Non-local"
391,gulaschsoppa,炖牛肉,se,0,24000,0.10,1.12,gulaschsoppa,2025-10-21 13:37:06,"Top stories,Thumbnail,People also ask,Video preview",25000,9000,9200,2015-09-02,"Informational,Non-branded,Non-local"
392,momo,莫莫,se,6,24000,0.15,0.39,momo,2025-10-20 23:03:38,"AI Overview,Thumbnail,Video preview,Knowledge panel",3470000,500,136000,2015-09-01,"Informational,Non-branded,Non-local"
393,världskarta,世界地图,se,2,24000,0.10,0.77,världskarta,2025-10-21 00:38:32,"Thumbnail,Knowledge panel",26000,14000,14000,2015-09-01,"Informational,Commercial,Non-branded,Non-local"
394,ashwagandha,阿什瓦甘达,se,0,24000,0.40,0.99,ashwagandha,2025-10-21 03:28:33,"People also ask,Knowledge panel",2910000,5700,5700,2015-09-07,"Informational,Non-branded,Non-local"
