#,Keyword,中文释义,Country,Difficulty,Volume,CPC,CPS,Parent Keyword,Last Update,SERP Features,Global volume,Traffic potential,Global traffic potential,First seen,Intents
134,تحويل الى pdf,转换为 pdf,sa,9,35000,0.10,1.34,تحويل صورة الى pdf,2025-10-25 00:16:42,Video preview,48000,296000,433000,2015-09-01,"Transactional,Non-branded,Non-local"
135,ترجمه انجليزي,英文翻译,sa,5,35000,0.10,0.2,translate,2025-10-24 17:57:10,"Knowledge card,Video preview",110000,676000,2320000,2015-09-02,"Informational,Non-branded,Non-local"
136,كس,猫,sa,24,35000,0.35,0.76,x,2025-10-21 10:10:20,,1560000,226000,853000,2015-09-01,"Non-branded,Non-local"
137,بسكوت,饼干,sa,0,35000,0.15,0.15,بسكوت,2025-10-21 04:40:49,"Thumbnail,Sitelinks,Video preview",53000,2200,2300,2015-09-02,"Informational,Commercial,Non-branded,Non-local"
138,منصة,平台,sa,67,35000,0.50,1,مدرستي,2025-10-20 20:31:17,,39000,2630000,2630000,2015-09-07,"Informational,Non-branded,Non-local"
139,عبايات,长袍,sa,33,35000,0.20,0.67,عبايات,2025-10-24 15:41:21,"Thumbnail,Sitelinks,Video preview",61000,27000,32000,2015-09-01,"Informational,Commercial,Transactional,Non-branded,Non-local"
140,مسلسلات مجانا,系列免费,sa,34,35000,0.15,,alooytv,2025-10-21 11:53:36,"Thumbnail,People also ask,Video preview,Sitelinks",39000,955000,1050000,2020-01-07,"Informational,Non-branded,Non-local"
141,riyal to peso today,今天里亚尔兑换比索,sa,38,34000,0.15,0.71,riyal to peso,2025-10-21 17:28:47,"People also ask,Sitelinks",42000,100000,113000,2015-09-09,"Informational,Non-branded,Non-local"
142,الطقس في موقعك الآن مباشر,您所在位置的天气现已实时显示,sa,16,34000,0.10,,الطقس,2025-10-21 23:53:14,Sitelinks,83000,124000,153000,2020-05-10,"Informational,Non-branded,Local"
143,compress pdf,压缩pdf,sa,79,34000,0.10,1.5,pdf compressor,2025-10-21 12:09:16,Bottom ads,4460000,39000,6650000,2015-09-01,"Informational,Non-branded,Non-local"
144,دعم ريف,支持即兴演奏,sa,0,34000,0.30,,ريف,2025-10-21 12:59:02,"People also ask,Sitelinks,Video preview",35000,64000,65000,2020-03-05,"Informational,Non-branded,Non-local"
145,ذكاء اصطناعي,人工智能,sa,17,34000,0.10,0.57,الذكاء الاصطناعي,2025-10-18 01:34:55,,128000,110000,110000,2015-12-19,"Informational,Non-branded,Non-local"
146,شات عربي,阿拉伯语聊天,sa,60,34000,0.25,1.19,شات عربي,2025-10-24 10:15:31,"Sitelinks,Knowledge panel,People also ask,Video preview",480000,26000,425000,2015-09-01,"Navigational,Non-branded,Non-local"
147,زكاة الفطر,开斋捐,sa,10,33000,0.25,0.81,زكاة الفطر,2025-10-18 02:41:03,"AI Overview,Thumbnail,People also ask,Knowledge panel,Video preview",93000,15000,16000,2015-09-21,"Informational,Non-branded,Non-local"
148,eid ul adha 2025,2025 年古尔邦节,sa,11,33000,1.20,,eid al adha 2025,2025-10-21 23:53:34,"People also ask,Knowledge panel,Sitelinks",732000,11000,11000,2021-10-05,"Informational,Non-branded,Non-local"
149,جورجينا,乔治娜,sa,9,32000,0.15,0.34,جورجينا,2025-10-21 02:44:55,"Thumbnail,Video preview",143000,1700,1900,2015-09-17,"Informational,Non-branded,Non-local"
150,pdf editor,PDF编辑器,sa,84,32000,0.15,1.36,pdf editor,2025-10-21 12:24:39,Sitelinks,3730000,29000,3930000,2015-09-01,"Informational,Non-branded,Non-local"
151,cv,简历,sa,53,32000,0.35,0.81,cv,2025-10-21 07:11:48,"Thumbnail,Sitelinks,People also ask,Knowledge panel",2180000,99000,220000,2015-09-01,"Informational,Non-branded,Non-local"
152,عطور,香水,sa,6,32000,0.40,0.6,عطور,2025-10-20 16:01:02,"Thumbnail,Sitelinks",50000,13000,14000,2015-09-02,"Informational,Commercial,Non-branded,Non-local"
153,التطوع,志愿服务,sa,15,32000,1.60,0.68,منصه تطوعي,2025-10-24 07:03:47,Video preview,34000,600,600,2015-09-01,"Informational,Non-branded,Non-local"
154,الفجر الرياض,利雅得晨礼,sa,2,31000,0.15,0.45,وقت الصلاة,2025-10-24 17:53:01,"Knowledge card,Sitelinks,Video preview",31000,497000,504000,2015-09-04,"Informational,Non-branded,Local"
155,اركان الايمان,信仰的支柱,sa,0,31000,0.10,0.6,اركان الايمان,2025-10-24 13:33:06,"AI Overview,Thumbnail,People also ask,Video preview,Knowledge panel",101000,8900,28000,2015-09-01,"Informational,Non-branded,Non-local"
156,prayer time khobar,祈祷时间胡拜尔,sa,0,31000,0.90,0.56,prayer time khobar,2025-10-17 18:26:33,Knowledge card,31000,9800,9800,2015-09-01,"Informational,Non-branded,Local"
157,المنصه,平台,sa,73,31000,0.10,0.74,منصة مدرستي,2025-10-21 07:53:44,"Sitelinks,People also ask",59000,1560000,1570000,2015-11-17,"Informational,Non-branded,Non-local"
158,mia khalifa,我的哈利法,sa,52,31000,0.10,0.68,mia khalifa,2025-10-20 20:28:03,"Sitelinks,Knowledge panel",7610000,6100,73000,2015-09-01,"Informational,Non-branded,Non-local"
159,سيرة ذاتية,传,sa,24,31000,0.10,1.07,cv,2025-10-21 18:44:44,"Thumbnail,Sitelinks,Knowledge panel,People also ask",71000,99000,220000,2015-09-01,"Informational,Non-branded,Non-local"
160,التأهيل الشامل,综合康复,sa,7,31000,0.45,1.08,التاهيل الشامل,2025-10-24 02:24:25,"People also ask,Video preview",31000,189000,190000,2015-09-01,"Informational,Non-branded,Non-local"
161,سعر الدولار,美元价格,sa,43,31000,0.25,1.05,سعر الدولار مقابل الجنيه,2025-10-20 22:35:02,"Sitelinks,Top stories,Thumbnail,People also ask",1390000,238000,1350000,2015-09-01,"Informational,Non-branded,Non-local"
162,riyadh prayer times,利雅得祈祷时间,sa,2,30000,0.80,0.65,salah time,2025-10-21 11:39:05,"Knowledge card,Sitelinks",32000,95000,98000,2015-09-01,"Informational,Non-branded,Local"
163,شامبو,洗发水,sa,0,30000,0.20,0.3,شامبو,2025-10-22 03:16:08,"Sitelinks,People also ask",66000,2400,2400,2015-09-01,"Informational,Commercial,Non-branded,Non-local"
164,ترجمه.,翻译。,sa,12,30000,0.20,0.13,translate,2025-10-21 07:03:24,Knowledge card,48000,597000,2170000,2015-09-06,"Informational,Non-branded,Non-local"
165,iptv,网络电视,sa,24,30000,0.35,1.17,iptv,2025-10-21 11:31:40,"Sitelinks,Knowledge panel",1160000,35000,41000,2015-09-01,"Informational,Commercial,Non-branded,Non-local"
166,cat,猫,sa,69,30000,0.15,0.29,cat,2025-10-20 18:56:24,"Thumbnail,Sitelinks,Video preview",4770000,3800,1020000,2015-09-01,"Informational,Non-branded,Non-local"
167,مواقيت الصلاة الخبر,胡拜尔祈祷时间,sa,0,30000,0.20,0.6,مواقيت الصلاة,2025-10-24 13:32:10,"Knowledge card,AI Overview",30000,59000,59000,2015-09-01,"Informational,Non-branded,Local"
168,usd to egp,美元 兑换 埃及镑,sa,42,30000,0.25,0.25,usd to egp,2025-10-21 23:39:39,Sitelinks,726000,2300,61000,2015-09-15,"Informational,Non-branded,Non-local"
169,وثيقة العمل الحر,自由文档,sa,2,30000,0.25,1.16,freelancer,2025-10-21 15:39:26,"Sitelinks,People also ask",31000,68000,70000,2017-10-07,"Informational,Non-branded,Non-local"
170,namaz time riyadh,纳马兹时间 利雅得,sa,2,30000,0.15,0.52,prayer time in riyadh,2025-10-21 01:16:10,Knowledge card,31000,116000,119000,2015-12-14,"Informational,Non-branded,Local"
171,عصير,汁,sa,0,30000,0.15,0.18,عصير,2025-10-21 12:27:33,"Local teaser pack,Thumbnail,Sitelinks,Video preview",54000,6800,6800,2015-09-01,"Informational,Commercial,Non-branded,Non-local"
172,جميع الاسهم,所有股份,sa,5,30000,0.60,1.15,تداول,2025-10-21 02:06:27,Sitelinks,32000,403000,404000,2015-09-01,"Informational,Non-branded,Non-local"
173,متجر,一家商店,sa,30,30000,0.20,0.65,متجر,2025-10-21 21:30:02,"Thumbnail,Sitelinks,Video preview",93000,23000,109000,2015-09-01,"Informational,Commercial,Non-branded,Non-local"
174,حلويات,糖果,sa,13,29000,0.20,0.29,سعد الدين,2025-10-19 16:07:33,"Local teaser pack,Thumbnail,Video preview,Sitelinks",80000,28000,28000,2015-09-01,"Informational,Commercial,Non-branded,Non-local"
175,math solver,数学求解器,sa,73,29000,0.10,1.42,math solver,2025-10-21 00:41:18,Sitelinks,6170000,9800,3200000,2015-09-01,"Informational,Non-branded,Non-local"
176,erp moh,莫赫,sa,6,29000,0.80,1.25,erp moh,2025-10-21 13:06:21,,29000,46000,46000,2017-04-11,"Navigational,Non-branded,Non-local"
177,xxxxl shirts 2025,xxxl 衬衫 2025,sa,0,29000,0.35,,xxxxl shirts 2025,2025-10-21 20:36:23,"Sitelinks,People also ask",2600000,17000,885000,2024-10-08,"Informational,Commercial,Transactional,Non-branded,Non-local"
178,ذهب,金子,sa,34,29000,0.15,0.32,سعر الذهب اليوم,2025-10-21 02:21:05,"Sitelinks,Top stories,Thumbnail,People also ask,Knowledge panel,Video preview,Local teaser pack",644000,1130000,1150000,2015-09-01,"Informational,Commercial,Non-branded,Non-local"
179,سكوتر,小型摩托车,sa,0,29000,0.15,0.5,سكوتر للكبار,2025-10-24 16:23:52,"Sitelinks,Local teaser pack,Video preview,Shopping Ads,Thumbnail",93000,200,350,2015-09-01,"Informational,Commercial,Non-branded,Non-local"
180,رونالدو,罗纳尔多,sa,9,29000,0.10,0.54,كريستيانو رونالدو,2025-10-20 08:12:56,"Sitelinks,Top stories,Thumbnail,Video preview",475000,34000,124000,2015-09-01,"Informational,Non-branded,Non-local"
181,sr to inr,SR 兑换 INR,sa,1,29000,0.15,0.32,sar to inr,2025-10-20 22:09:04,"People also ask,Sitelinks",40000,103000,134000,2015-09-01,"Informational,Non-branded,Non-local"
182,رقم المرور,通行证号码,sa,1,29000,0.35,0.46,رقم المرور,2025-10-21 09:02:03,"Featured snippet,People also ask,Local pack",30000,29000,29000,2015-09-01,"Informational,Non-branded,Non-local"
183,fajr time jeddah,吉达晨曦时间,sa,0,29000,0.40,0.59,jeddah prayer time,2025-10-20 21:38:44,"Knowledge card,People also ask",29000,75000,77000,2015-09-01,"Informational,Non-branded,Local"
184,الفحص الدوري,定期检查,sa,8,28000,0.25,0.75,الفحص الدوري,2025-10-21 11:07:48,"Sitelinks,People also ask",29000,61000,61000,2015-09-01,"Informational,Non-branded,Non-local"
185,convert pdf to word,将 pdf 转换为 word,sa,75,28000,0.10,1.62,pdf to word,2025-10-21 11:54:07,"Top ads,Paid sitelinks,Video preview,People also ask,Bottom ads",3520000,101000,12450000,2015-09-01,"Non-branded,Non-local"
186,jeddah,吉达,sa,59,28000,0.25,0.32,jeddah,2025-10-19 20:15:23,"Thumbnail,Sitelinks,Knowledge panel,People also ask",206000,6200,16000,2015-09-01,"Informational,Non-branded,Local"
187,ان,在,sa,62,28000,0.20,0.21,انستا,2025-10-24 14:45:08,"Sitelinks,Video preview,Thumbnail",173000,1100000,175000000,2015-09-01,"Informational,Non-branded,Non-local"
188,flight tracker,飞行追踪器,sa,90,28000,0.20,1.41,flight tracker,2025-10-24 09:04:55,"Sitelinks,Thumbnail,Video preview",2960000,20000,1840000,2015-09-01,"Informational,Non-branded,Non-local"
189,مواقيت الصلاة في حائل,冰雹的祈祷时间,sa,0,28000,0.25,0.84,صلاة حائل,2025-10-24 12:49:25,"Knowledge card,Video preview",28000,53000,53000,2015-09-15,"Informational,Non-branded,Local"
190,تحويل صورة الى بي دي اف,将图像转换为 PDF,sa,7,28000,0.10,1.33,تحويل صورة الى pdf,2025-10-24 23:43:08,Video preview,30000,296000,433000,2015-09-25,"Non-branded,Non-local"
191,طلب زيارة عائلية,请求家人探访,sa,2,28000,1.50,1.24,وزارة الخارجية,2025-10-20 21:27:37,Sitelinks,30000,581000,655000,2015-09-01,"Informational,Navigational,Transactional,Non-branded,Non-local"
192,تأشيرة,签证,sa,16,28000,0.70,0.74,وزارة الخارجية,2025-10-21 00:53:46,"Top stories,Thumbnail,Sitelinks,Video preview",67000,581000,655000,2015-09-03,"Informational,Non-branded,Non-local"
193,كم باقي على يوم التاسيس,距离成立日还有多久？,sa,0,28000,1.70,,كم باقي على يوم التاسيس,2025-10-20 13:21:52,Video preview,28000,29000,29000,2022-01-29,"Informational,Non-branded,Non-local"
194,مكسرات,坚果,sa,0,27000,0.25,0.33,مكسرات,2025-10-18 12:13:27,"Thumbnail,Local teaser pack,Sitelinks",60000,7100,7400,2015-09-01,"Informational,Commercial,Non-branded,Non-local"
195,قطر,卡塔尔,sa,16,27000,0.30,0.68,qatar,2025-10-20 20:45:48,"Knowledge panel,Thumbnail,Sitelinks,Top stories,People also ask,Video preview",152000,4600,21000,2015-09-01,"Informational,Non-branded,Non-local"
196,sar to usd,SAR 兑换 美元,sa,19,27000,0.15,0.21,sar to usd,2025-10-21 17:13:27,"People also ask,Sitelinks",100000,2900,8000,2015-09-01,"Informational,Non-branded,Non-local"
197,مطعم,餐厅,sa,0,27000,0.35,0.2,مطاعم الجبيل,2025-10-20 22:03:03,"Local teaser pack,Thumbnail,Video preview,People also ask",68000,800,800,2015-09-01,"Informational,Non-branded,Local"
198,ابها,艾卜哈,sa,2,27000,0.20,0.36,ابها,2025-10-24 16:11:40,"Thumbnail,People also ask,Video preview,Knowledge panel",39000,8200,11000,2015-09-01,"Informational,Non-branded,Local"
199,الاسهم السعودية,沙特股票,sa,12,27000,0.15,1.37,تداول,2025-10-21 00:42:16,Sitelinks,29000,403000,404000,2015-09-01,"Informational,Non-branded,Non-local"
200,الاتحاد ضد الأخدود,联盟反对槽,sa,0,27000,0.35,,الأخدود ضد الاتحاد,2025-10-24 05:20:51,"Top stories,Thumbnail,Video preview",38000,10000,15000,2023-09-07,"Informational,Non-branded,Non-local"
201,سورة الملك,古兰经,sa,0,27000,0.20,0.79,سورة الملك,2025-10-21 20:42:53,"Sitelinks,Video preview,Knowledge panel",206000,29000,176000,2015-09-01,"Informational,Non-branded,Non-local"
202,المخالفات المرورية,交通违法行为,sa,7,27000,0.60,1.24,المخالفات المرورية,2025-10-24 06:46:17,"People also ask,Top stories,Thumbnail,Video preview",41000,98000,99000,2015-09-01,"Informational,Non-branded,Non-local"
203,اسعار الذهب في السعودية,沙特阿拉伯的黄金价格,sa,13,27000,0.15,0.96,سعر الذهب اليوم,2025-10-21 01:50:29,"Sitelinks,People also ask",35000,1130000,1150000,2015-09-01,"Informational,Non-branded,Local"
204,story save,故事保存,sa,46,27000,1.10,,story saver,2025-10-24 17:09:05,"Sitelinks,Video preview",91000,68000,14290000,2018-01-14,"Transactional,Non-branded,Non-local"
205,flights,航班,sa,67,27000,0.20,0.37,flights,2025-10-21 02:33:20,"Sitelinks,Thumbnail",6290000,29000,29000,2015-09-02,"Commercial,Transactional,Non-branded,Non-local"
206,العلا,阿尔乌拉,sa,18,27000,0.25,0.5,مدينة العلا,2025-10-21 10:49:21,"Thumbnail,Sitelinks,Knowledge panel,People also ask",36000,2500,4200,2015-09-01,"Informational,Non-branded,Local"
207,dollar to pkr,美元 兑换 PKR,sa,35,27000,0.30,0.19,usd / pkr,2025-10-21 13:46:29,"Sitelinks,People also ask",1220000,5800,352000,2015-09-01,"Informational,Non-branded,Non-local"
208,حجز موعد الفحص الدوري,预约定期检查,sa,10,27000,0.25,,الفحص الدوري,2025-10-21 02:44:54,People also ask,27000,59000,60000,2018-02-08,"Transactional,Non-branded,Non-local"
209,متى اليوم الوطني,国庆节是什么时候？,sa,23,27000,0.90,0.64,بحث عن اليوم الوطني السعودي,2025-10-21 13:37:56,"People also ask,Knowledge panel,Video preview",28000,37000,40000,2015-09-01,"Informational,Non-branded,Non-local"
210,تامين مركبات,车辆保险,sa,35,26000,0.45,1.35,تاميني,2025-10-25 00:36:02,"Sitelinks,Thumbnail,People also ask,Video preview",27000,599000,609000,2015-10-22,"Informational,Commercial,Non-branded,Non-local"
211,سعر الذهب في السعودية اليوم,今日沙特阿拉伯黄金价格,sa,27,26000,0.15,0.94,سعر الذهب اليوم,2025-10-24 11:27:28,"Sitelinks,People also ask,Top stories,Thumbnail,Video preview",33000,1110000,1130000,2015-10-26,"Informational,Non-branded,Local"
212,شماغ,舍马,sa,6,26000,0.25,0.42,شماغ,2025-10-21 11:00:17,"Top ads,Paid sitelinks,Thumbnail,Bottom ads",39000,4400,4500,2015-09-01,"Informational,Commercial,Non-branded,Non-local"
213,اركان الصلاة,祈祷的支柱,sa,1,26000,0.15,0.86,اركان الصلاة,2025-10-19 17:05:54,"AI Overview,People also ask,Knowledge panel,Video preview,Sitelinks",89000,30000,42000,2015-09-01,"Informational,Non-branded,Non-local"
214,تفويض تاشيرة,签证授权,sa,2,26000,0.60,1.15,تفويض تاشيرة,2025-10-20 23:34:03,Video preview,29000,70000,80000,2015-09-01,"Informational,Non-branded,Non-local"
215,مسلسلات خليجية,海湾系列,sa,0,26000,0.35,1.07,مسلسلات خليجيه,2025-10-24 08:46:08,"Thumbnail,Video preview",44000,87000,121000,2015-09-04,"Informational,Non-branded,Non-local"
216,ب,为了,sa,0,26000,0.10,0.62,ب,2025-10-20 13:21:38,"Video preview,People also ask,Thumbnail",178000,14000,14000,2015-09-01,"Informational,Non-branded,Non-local"
217,باشن فروت,保持谦虚,sa,0,26000,0.10,0.31,باشن فروت,2025-10-21 13:05:07,"Thumbnail,People also ask,Video preview",53000,3500,8000,2015-09-01,"Informational,Commercial,Non-branded,Non-local"
218,الدمام,达曼,sa,7,26000,0.15,0.33,الدمام,2025-10-21 18:28:22,"Thumbnail,Knowledge panel,People also ask,Top stories",36000,2500,3900,2015-09-01,"Informational,Non-branded,Local"
219,بلوت,巴洛特,sa,3,26000,0.35,1.05,بلوت,2025-10-24 15:04:33,"Thumbnail,Sitelinks,People also ask,Knowledge panel,Video preview",33000,23000,28000,2015-09-01,"Informational,Commercial,Non-branded,Non-local"
220,بقاله,杂货店,sa,22,26000,0.10,0.18,قروسرجي,2025-10-24 15:35:01,"AI Overview,Thumbnail,People also ask,Sitelinks,Video preview,Knowledge panel",34000,2600,2700,2015-09-13,"Informational,Commercial,Non-branded,Non-local"
221,زيارة عائلية,家人探访,sa,5,26000,0.25,1.22,وزارة الخارجية,2025-10-21 02:46:56,"Sitelinks,Video preview",27000,581000,655000,2015-09-01,"Informational,Non-branded,Non-local"
222,ريم الحبيب,雷姆·哈比卜,sa,0,26000,0.90,0.91,ريم الحبيب,2025-10-21 10:08:13,"Thumbnail,Video preview,People also ask",28000,8900,8900,2015-09-17,"Informational,Non-branded,Non-local"
223,ميلاتونين,褪黑素,sa,1,26000,0.15,0.76,ميلاتونين,2025-10-24 10:39:57,"AI Overview,Thumbnail,People also ask,Video preview,Sitelinks,Shopping Ads,Knowledge panel",58000,5600,5600,2015-09-06,"Informational,Non-branded,Non-local"
224,كرسي استرخاء,休闲椅,sa,0,26000,0.35,1.42,كرسي استرخاء,2025-10-20 20:44:04,"Thumbnail,Sitelinks",30000,10000,10000,2015-09-15,"Informational,Commercial,Non-branded,Non-local"
225,زخرفة اسماء,名字的装饰,sa,13,26000,0.15,1.28,زخرفه,2025-10-21 04:34:26,Sitelinks,325000,86000,580000,2015-09-01,"Informational,Non-branded,Non-local"
226,قهوة,咖啡,sa,0,26000,0.25,0.28,قهوة,2025-10-21 17:33:35,"Local teaser pack,People also ask,Thumbnail,Sitelinks,Video preview",67000,1600,4700,2015-09-01,"Informational,Commercial,Non-branded,Non-local"
227,منصه العمل التطوعي,志愿者工作平台,sa,1,26000,1.30,,منصة العمل التطوعي,2025-10-21 14:25:10,Sitelinks,26000,213000,213000,2020-04-02,"Informational,Non-branded,Non-local"
228,bmi calculator,体重指数计算器,sa,82,25000,0.25,1.19,bmi calculator,2025-10-21 03:54:28,Sitelinks,5620000,30000,2190000,2015-09-02,"Informational,Non-branded,Non-local"
229,صلاة الفجر تبوك,晨礼祈祷塔布克,sa,0,25000,0.35,0.67,مواقيت الصلاة تبوك,2025-10-21 14:49:10,Knowledge card,25000,61000,62000,2015-09-01,"Informational,Non-branded,Local"
230,فول سوداني,花生,sa,1,25000,0.10,0.2,فول سوداني,2025-10-21 10:13:02,"Thumbnail,Sitelinks",47000,2600,8300,2015-09-06,"Informational,Commercial,Transactional,Non-branded,Non-local"
231,pak vs afg,冰球 vs AFG,sa,17,25000,2.00,0.71,pak vs afg,2025-10-21 15:23:28,"People also ask,Video preview",715000,3700,247000,2018-09-21,"Informational,Non-branded,Non-local"
232,fajr time,晨曦时间,sa,11,25000,2.00,0.29,maghrib time,2025-10-21 14:57:46,"Featured snippet,People also ask,Knowledge panel",269000,6200,6500,2015-09-11,"Informational,Non-branded,Non-local"
233,سجل تجاري,商业登记,sa,33,25000,0.40,1.06,سجل تجاري,2025-10-24 18:56:00,"People also ask,Video preview,Knowledge panel",30000,94000,95000,2015-09-01,"Informational,Non-branded,Non-local"
234,flight,航班,sa,66,25000,0.15,0.35,flights,2025-10-21 10:58:05,"Sitelinks,Thumbnail",1480000,29000,29000,2015-09-01,"Commercial,Transactional,Non-branded,Non-local"
235,بذور الشيا,奇亚籽,sa,0,25000,0.15,0.73,بذور الشيا,2025-10-21 23:57:44,"AI Overview,Thumbnail,People also ask,Sitelinks,Video preview",156000,13000,14000,2015-09-06,"Informational,Non-branded,Non-local"
236,mother's day,母亲节,sa,59,25000,0.80,0.26,mother's day,2025-10-24 14:56:31,"Knowledge card,People also ask,Thumbnail,Sitelinks,Knowledge panel,Video preview",2470000,3700,598000,2015-09-03,"Informational,Non-branded,Non-local"
237,منصة العمل الحر,自由职业平台,sa,6,25000,0.10,,freelancer,2025-10-22 03:21:57,Sitelinks,26000,68000,70000,2017-08-03,"Informational,Navigational,Transactional,Non-branded,Non-local"
238,الاستعلام عن وافد,询问外籍人士,sa,3,24000,0.90,1.17,استعلام عن وافد,2025-10-24 13:32:41,"AI Overview,Thumbnail,People also ask,Video preview",26000,35000,36000,2015-09-01,"Informational,Non-branded,Non-local"
239,عطر,香水,sa,3,24000,0.40,0.24,عطر,2025-10-19 20:39:02,"Thumbnail,Sitelinks",62000,3900,4000,2015-09-01,"Informational,Commercial,Non-branded,Non-local"
240,شوكولاته,巧克力,sa,0,24000,0.15,0.2,شوكولاته,2025-10-21 05:45:41,"Thumbnail,Sitelinks,Video preview",48000,5000,5100,2015-09-01,"Informational,Commercial,Non-branded,Non-local"
241,plagiarism checker,抄袭检查器,sa,91,24000,0.15,1.99,plagiarism checker,2025-10-24 22:51:12,"Sitelinks,Video preview",2470000,41000,3650000,2015-09-01,"Informational,Non-branded,Non-local"
242,مباريات,火柴,sa,39,24000,0.40,0.83,مباريات اليوم,2025-10-20 22:44:04,"Sitelinks,People also ask",92000,916000,3710000,2015-09-02,"Informational,Non-branded,Non-local"
243,أداة حلّ المسائل الرياضية,数学问题解决工具,sa,3,24000,0.10,,أداة حلّ المسائل الرياضية,2025-10-21 23:53:28,,92000,9600,29000,2025-01-05,"Informational,Non-branded,Non-local"
244,solitaire,纸牌,sa,87,24000,0.15,0.83,solitaire,2025-10-18 14:56:29,"Thumbnail,Sitelinks,Knowledge panel",17470000,10000,4930000,2015-09-02,"Non-branded,Non-local"
245,عين,眼睛,sa,19,24000,0.40,1.14,عين,2025-10-21 16:23:34,Sitelinks,38000,35000,36000,2015-09-01,"Informational,Non-branded,Non-local"
246,maghrib time riyadh,利雅得 玛格里布时间,sa,2,24000,2.00,0.49,salah time,2025-10-20 04:18:26,"Knowledge card,People also ask,Sitelinks",24000,100000,102000,2015-09-03,"Informational,Non-branded,Local"
247,xnxxx,xxxxxx,sa,0,24000,3.00,1.26,xnxxx,2025-10-22 00:00:09,,2140000,6100,99000,2015-09-01,"Non-branded,Non-local"
248,واقي شمس,防晒霜,sa,0,24000,0.20,0.4,واقي شمس,2025-10-21 18:53:04,"Thumbnail,People also ask,Knowledge panel,Video preview",55000,4600,4600,2015-09-04,"Informational,Commercial,Non-branded,Non-local"
249,يوم المعلم,教师节,sa,0,24000,0.20,0.64,يوم المعلم,2025-10-22 02:15:37,"Knowledge card,Thumbnail,People also ask,Sitelinks,Knowledge panel",42000,3200,3500,2015-09-01,"Informational,Non-branded,Non-local"
250,تمر,日期,sa,6,23000,0.15,0.27,تمر,2025-10-21 03:52:40,"Thumbnail,Local teaser pack,Sitelinks,People also ask",67000,5400,5500,2015-09-02,"Informational,Commercial,Non-branded,Non-local"
251,الزكاة,天课,sa,17,23000,0.60,0.99,الزكاة والدخل,2025-10-21 12:34:28,"Sitelinks,Knowledge panel",36000,100000,100000,2015-09-01,"Informational,Non-branded,Non-local"
252,حجز طيران رخيص,廉价航班预订,sa,48,23000,0.15,1.31,حجز طيران,2025-10-25 00:15:16,"Sitelinks,Video preview,Thumbnail",41000,470000,471000,2015-09-01,"Commercial,Transactional,Non-branded,Non-local"
253,فيتامين سي,维生素C,sa,0,23000,0.15,0.55,فيتامين سي,2025-10-21 00:46:36,"AI Overview,Thumbnail,People also ask,Knowledge panel,Sitelinks",57000,11000,11000,2015-09-01,"Informational,Non-branded,Non-local"
254,ملعب فيصل بن فهد,费萨尔·本·法赫德体育场,sa,0,23000,0.10,0.16,ملعب فيصل بن فهد,2025-10-20 21:58:25,"People also ask,Thumbnail,Knowledge panel,Video preview",24000,2600,2900,2015-09-17,"Informational,Non-branded,Non-local"
255,سرير اطفال,婴儿床,sa,0,23000,0.15,0.51,سرير اطفال,2025-10-20 23:39:05,"Thumbnail,Sitelinks,People also ask",45000,7900,8600,2015-09-01,"Informational,Commercial,Non-branded,Non-local"
256,قهوه,咖啡,sa,17,23000,0.25,0.2,قهوه,2025-10-21 15:29:32,"Local teaser pack,Thumbnail,Sitelinks",73000,10000,11000,2015-09-01,"Informational,Commercial,Non-branded,Non-local"
257,saudi riyal to philippine peso,沙特里亚尔兑换菲律宾比索,sa,38,23000,0.15,0.22,riyal to peso,2025-10-21 01:51:43,"People also ask,Sitelinks",27000,102000,116000,2015-09-01,"Informational,Non-branded,Non-local"
258,hi,你好,sa,27,23000,0.15,0.24,hi,2025-10-20 20:58:28,"Knowledge card,Sitelinks,Video preview,People also ask",4090000,900,159000,2015-09-01,"Informational,Non-branded,Non-local"
259,expatriates riyadh,利雅得外籍人士,sa,0,23000,0.20,1.04,expatriates riyadh,2025-10-16 14:56:05,Sitelinks,24000,27000,27000,2015-09-01,"Informational,Non-branded,Local"
260,car,车,sa,51,23000,0.20,0.28,سيارة,2025-10-24 12:55:53,"Thumbnail,People also ask,Sitelinks,Video preview",3360000,100000,104000,2015-09-01,"Informational,Commercial,Transactional,Non-branded,Non-local"
261,ايران,伊朗,sa,12,23000,0.10,0.55,iran,2025-10-20 14:02:23,"Top stories,Thumbnail,Knowledge panel,Sitelinks,Video preview,People also ask",86000,4300,18000,2015-09-01,"Informational,Non-branded,Non-local"
262,كوفي,咖啡,sa,0,23000,0.15,0.16,كافيهات مكة,2025-10-20 23:28:03,"Local teaser pack,People also ask,Thumbnail",39000,1000,1000,2015-09-04,"Informational,Commercial,Non-branded,Non-local"
263,1v1,1v1,sa,57,23000,0.35,,1v1,2025-10-20 21:58:32,Video preview,533000,31000,761000,2015-11-19,"Informational,Non-branded,Non-local"
264,كرة القدم,足球,sa,48,23000,0.15,0.48,كرة القدم,2025-10-21 15:13:49,"Thumbnail,Sitelinks,Top stories,People also ask,Knowledge panel,Video preview",121000,9800,36000,2015-09-02,"Informational,Non-branded,Non-local"
265,خلفية بيضاء,白色背景,sa,1,22000,0.15,0.24,خلفية بيضاء,2025-10-24 08:16:32,"Thumbnail,Video preview",68000,5400,16000,2015-09-01,"Informational,Non-branded,Non-local"
