#,Keyword,中文释义,Country,Difficulty,Volume,CPC,CPS,Parent Keyword,Last Update,SERP Features,Global volume,Traffic potential,Global traffic potential,First seen,Intents
3029,ウィッグ,假发,jp,51,23000,0.25,0.83,ウィッグ,2025-10-24 04:15:10,"Shopping,Thumbnail,Sitelinks,People also ask,Video preview",24000,6200,6400,2015-09-01,"Informational,Commercial,Transactional,Non-branded,Non-local"
3030,アイブロウ,眉,jp,0,23000,0.15,0.7,アイブロウ,2025-10-22 02:34:24,"Sitelinks,People also ask,Knowledge panel,Shopping,Thumbnail",24000,22000,22000,2015-09-04,"Informational,Commercial,Non-branded,Non-local"
3031,0570069101,0570069101,jp,2,23000,0.30,0.67,0570069101,2025-10-21 09:51:04,People also ask,23000,12000,12000,2015-09-01,"Informational,Non-branded,Non-local"
3032,江別 天気,江别市 天气,jp,0,23000,0.15,0.6,江別 天気,2025-10-21 06:57:50,"Knowledge card,Sitelinks",23000,7600,7600,2015-09-04,"Informational,Non-branded,Local"
3033,公認心理師,公认心理师,jp,34,23000,0.30,1.07,公認心理師,2025-10-24 14:03:50,"AI Overview,Thumbnail,Sitelinks,People also ask,Video preview,Knowledge panel",23000,11000,11000,2015-09-02,"Informational,Non-branded,Non-local"
3034,高畑勲,高畑勋,jp,6,23000,0.10,0.82,高畑勲,2025-10-24 13:06:17,"Thumbnail,People also ask,Video preview,Knowledge panel",23000,19000,19000,2015-09-01,"Informational,Non-branded,Non-local"
3035,九份,九份,jp,6,23000,0.10,0.54,九份,2025-10-20 22:10:53,"People also ask,Thumbnail,Sitelinks,Knowledge panel",58000,6400,7300,2015-09-01,"Informational,Non-branded,Local"
3036,ピンクシャンプー,粉色洗发水,jp,0,23000,0.15,1.03,ピンクシャンプー,2025-10-24 04:44:15,"Thumbnail,People also ask,Sitelinks,Video preview",23000,29000,29000,2015-09-01,"Informational,Commercial,Non-branded,Non-local"
3037,sensoji temple,浅草寺,jp,62,23000,0.25,0.34,sensoji temple,2025-10-21 12:14:03,"Thumbnail,People also ask,Knowledge panel",69000,5400,11000,2015-09-02,"Informational,Non-branded,Non-local"
3038,灰原哀,灰原哀,jp,3,23000,0.15,0.63,灰原哀,2025-10-21 16:01:51,"Thumbnail,People also ask,Knowledge panel",28000,13000,13000,2015-09-01,"Informational,Non-branded,Non-local"
3039,金券ショップ,优惠券店,jp,54,23000,0.20,0.59,チケッティ,2025-10-24 13:11:11,"Local teaser pack,Thumbnail,Sitelinks,Knowledge panel,People also ask,Video preview",24000,6200,6200,2015-09-01,"Informational,Commercial,Transactional,Non-branded,Non-local"
3040,画像編集,图像编辑,jp,49,23000,0.50,1.09,画像編集サイト,2025-10-22 01:46:02,"Thumbnail,Sitelinks",24000,66000,67000,2015-09-01,"Informational,Non-branded,Non-local"
3041,ガゼル,羚羊,jp,1,23000,0.15,0.39,adidasガゼル,2025-10-21 00:52:34,"AI Overview,Thumbnail,Sitelinks",23000,52000,52000,2015-09-01,"Informational,Commercial,Non-branded,Non-local"
3042,サムハラ神社,三原神社,jp,0,23000,0.20,1.02,サムハラ神社,2025-10-24 07:20:34,"Sitelinks,People also ask,Thumbnail,Video preview,Knowledge panel",24000,11000,11000,2015-09-01,"Informational,Non-branded,Local"
3043,血圧,血压,jp,7,23000,0.15,0.91,血圧 正常値,2025-10-24 18:55:57,"AI Overview,Thumbnail,People also ask,Video preview",24000,60000,61000,2015-09-01,"Informational,Non-branded,Non-local"
3044,キャップ,帽,jp,0,23000,0.10,0.48,new era,2025-10-21 19:16:15,"Thumbnail,Sitelinks,Shopping",25000,18000,18000,2015-09-01,"Informational,Commercial,Transactional,Non-branded,Non-local"
3045,人中,人中,jp,0,23000,0.20,0.51,人中とは,2025-10-21 06:44:03,"AI Overview,Thumbnail,People also ask",29000,5300,5300,2015-09-05,"Informational,Non-branded,Non-local"
3046,見積もり,估计,jp,7,23000,1.00,0.32,見積,2025-10-20 23:48:12,"AI Overview,Thumbnail,People also ask,Knowledge panel",23000,5100,5200,2015-09-01,"Informational,Non-branded,Non-local"
3047,ネット銀行,网上银行,jp,83,23000,1.10,1,paypay銀行,2025-10-21 05:45:31,"Top ads,Paid sitelinks,Sitelinks,People also ask,Bottom ads",23000,386000,386000,2015-09-02,"Informational,Non-branded,Non-local"
3048,仮想通貨ニュース,虚拟货币新闻,jp,55,23000,0.30,1.39,仮想通貨 ニュース,2025-10-24 20:11:52,"Top stories,Thumbnail,Sitelinks,People also ask,Knowledge panel",23000,24000,24000,2016-01-23,"Informational,Non-branded,Non-local"
3049,接合部型表皮水疱症,接合部型表皮水疱症,jp,1,23000,0.25,,表皮水疱症 接合部型,2025-10-20 21:55:54,"AI Overview,Thumbnail,People also ask,Knowledge panel,Sitelinks",24000,29000,29000,2016-12-16,"Informational,Non-branded,Non-local"
3050,モバイルルーター,移动路由器,jp,22,23000,0.50,1.05,wimax,2025-10-24 23:00:56,"Top ads,Paid sitelinks,Sitelinks,People also ask,Shopping,Thumbnail,Bottom ads,Video preview,Shopping Ads",23000,77000,77000,2015-09-01,"Informational,Commercial,Non-branded,Non-local"
3051,タクシーアプリ,出租车应用程序,jp,53,23000,0.35,0.72,タクシー,2025-10-21 21:12:05,"People also ask,Thumbnail,Sitelinks,Knowledge panel",23000,26000,26000,2015-09-09,"Informational,Non-branded,Non-local"
3052,天気 高知市,天气 高知市,jp,6,23000,0.25,0.59,高知 天気,2025-10-21 04:28:13,"Knowledge card,Sitelinks,Video preview,People also ask",23000,37000,37000,2015-09-24,"Informational,Non-branded,Local"
3053,ティーカッププードル,茶杯贵宾犬,jp,3,23000,0.15,0.75,ティーカッププードル,2025-10-21 15:30:05,"Sitelinks,People also ask,Knowledge panel",23000,15000,15000,2015-09-01,"Informational,Commercial,Non-branded,Non-local"
3054,伊勢市 天気,伊势市 天气,jp,0,23000,0.20,0.7,伊勢市 天気,2025-10-20 23:20:41,"Knowledge card,Sitelinks,Video preview",23000,12000,12000,2015-09-05,"Informational,Non-branded,Local"
3055,金の鳳凰 2025,金凤凰2025,jp,0,23000,0.25,,金の鳳凰 2025,2025-10-24 18:36:29,"Sitelinks,People also ask,Video preview,Knowledge panel",24000,8500,8500,2021-05-20,"Informational,Non-branded,Non-local"
3056,stock,库存,jp,33,23000,0.15,0.61,stock,2025-10-23 22:56:03,"Sitelinks,Knowledge card,People also ask,Local teaser pack,Video preview",657000,7000,7000,2015-09-01,"Informational,Non-branded,Non-local"
3057,avデビュー,AV 首次亮相,jp,1,23000,0.35,1.23,av 新人,2025-10-21 17:14:07,,24000,40000,40000,2015-09-01,"Informational,Non-branded,Non-local"
3058,眉毛サロン メンズ,男士眉毛沙龙,jp,28,23000,0.60,1.44,プラスエイト,2025-10-21 20:15:50,"Local pack,People also ask,Sitelinks,Video preview",23000,1500,1500,2015-11-09,"Informational,Commercial,Non-branded,Non-local"
3059,マリンシューズ,海洋鞋,jp,0,23000,0.15,0.95,マリンシューズ,2025-10-19 16:54:38,"Thumbnail,Sitelinks,Shopping,People also ask",23000,5600,5700,2015-09-02,"Informational,Commercial,Transactional,Non-branded,Non-local"
3060,今期アニメ,本季动漫,jp,14,23000,0.15,1.19,アニメ,2025-10-21 03:00:21,Sitelinks,23000,223000,224000,2015-09-01,"Informational,Non-branded,Non-local"
3061,家事代行,家政服务,jp,0,23000,0.70,0.93,ベアーズ,2025-10-20 23:48:03,"People also ask,Sitelinks,Local pack",24000,11000,11000,2015-09-01,"Informational,Commercial,Non-branded,Non-local"
3062,脳神経外科,神经外科,jp,35,23000,0.40,0.51,脳神経外科,2025-10-22 03:01:02,"Local pack,People also ask,Thumbnail",24000,2100,2100,2015-09-01,"Informational,Non-branded,Non-local"
3063,アンゴラ村長 写真集,安哥拉村长照片集,jp,0,23000,0.25,,アンゴラ村長 グラビア,2025-10-24 06:01:22,"People also ask,Thumbnail,Video preview,Knowledge panel",23000,17000,17000,2017-11-06,"Informational,Commercial,Non-branded,Non-local"
3064,ゼネコン,总承包商,jp,2,23000,0.20,0.67,ゼネコンとは,2025-10-21 17:15:02,"Featured snippet,People also ask,Sitelinks,Knowledge panel",23000,1200,1200,2015-09-01,"Informational,Non-branded,Non-local"
3065,眼科 近く,附近的眼科,jp,8,23000,0.50,0.5,国立駅 眼科,2025-10-24 08:32:29,"Local pack,Thumbnail,People also ask,Sitelinks",23000,0,0,2016-06-17,"Informational,Non-branded,Local"
3066,天気 東大阪市,天气 东大阪市,jp,3,23000,0.20,,東大阪 天気,2025-10-24 05:35:46,"Knowledge card,Sitelinks,People also ask",23000,17000,17000,2017-06-25,"Informational,Non-branded,Local"
3067,お通夜,唤醒,jp,0,23000,0.30,1.02,通夜,2025-10-20 20:34:57,"People also ask,Knowledge panel",24000,14000,14000,2015-09-01,"Informational,Non-branded,Non-local"
3068,水光カラコン,水浅色隐形眼镜,jp,0,23000,0.25,,水光カラコン,2025-10-21 05:09:37,"People also ask,Thumbnail,Shopping,Sitelinks",23000,25000,25000,2020-09-16,"Informational,Commercial,Transactional,Non-branded,Non-local"
3069,サラダうどん,沙拉乌冬面,jp,1,23000,0.10,0.86,サラダうどん,2025-10-22 18:27:05,"Top stories,Thumbnail,People also ask,Video preview,Sitelinks",23000,6000,6000,2015-09-01,"Informational,Non-branded,Non-local"
3070,電動ドライバー,电动螺丝刀,jp,0,23000,0.10,1.03,電ドラ,2025-10-21 16:45:53,"Sitelinks,Thumbnail,Video preview,Shopping,People also ask",23000,700,700,2015-09-01,"Informational,Commercial,Transactional,Non-branded,Non-local"
3071,合宿免許,训练营执照,jp,43,23000,0.60,1.06,合宿免許,2025-10-21 01:07:29,"Top ads,Paid sitelinks,Sitelinks,People also ask,Bottom ads",24000,26000,27000,2015-09-01,"Informational,Commercial,Non-branded,Non-local"
3072,アクスタ,阿克斯塔,jp,1,23000,0.25,0.49,アクリルスタンド オリジナル,2025-10-24 12:22:26,"AI Overview,Thumbnail,Sitelinks,People also ask,Video preview",24000,6300,6800,2016-01-23,"Informational,Commercial,Non-branded,Non-local"
3073,白ニキビ,白色痤疮,jp,0,23000,0.20,0.97,白ニキビ 治し方,2025-10-24 21:26:48,"AI Overview,Thumbnail,People also ask,Sitelinks,Video preview",24000,9800,9900,2015-09-01,"Informational,Non-branded,Non-local"
3074,btobプラットフォーム,BTOB平台,jp,35,23000,0.60,0.87,インフォマート ログイン,2025-10-21 16:40:13,"People also ask,Sitelinks",23000,82000,82000,2016-02-18,"Informational,Non-branded,Non-local"
3075,大学生,大学生,jp,7,23000,0.20,0.32,with 大学生,2025-10-21 07:08:03,People also ask,25000,0,0,2015-09-01,"Informational,Non-branded,Non-local"
3076,南野拓実,南野拓美,jp,11,23000,0.40,0.86,南野拓実,2025-10-21 18:18:00,"Top stories,Thumbnail,Knowledge panel,People also ask",24000,5200,5400,2015-09-01,"Informational,Non-branded,Non-local"
3077,株式投資,股票投资,jp,8,23000,0.50,0.97,株 初心者,2025-10-21 23:28:50,"Sitelinks,People also ask",23000,26000,26000,2015-09-01,"Informational,Non-branded,Non-local"
3078,オーダースーツ,定制西装,jp,57,23000,1.30,1.08,オーダースーツsada,2025-10-23 00:07:03,"Thumbnail,Sitelinks,People also ask,Video preview",24000,27000,28000,2015-09-02,"Informational,Commercial,Non-branded,Non-local"
3079,mov mp4 変換,mov mp4 转换,jp,4,23000,0.15,1.69,mov mp4 変換,2025-10-21 06:23:37,"Video preview,People also ask",24000,14000,14000,2015-09-04,"Informational,Non-branded,Non-local"
3080,board,木板,jp,3,23000,0.30,0.76,board,2025-10-23 12:32:45,"Knowledge card,Sitelinks,People also ask,Video preview",210000,6500,6500,2015-09-01,"Informational,Non-branded,Non-local"
3081,ケアマネージャー,护理经理,jp,12,23000,0.35,0.71,ケアマネージャー,2025-10-21 19:10:03,"People also ask,Knowledge panel,Video preview",23000,9100,9200,2015-09-01,"Informational,Non-branded,Non-local"
3082,マチアプ,马基亚普,jp,34,23000,0.70,,マチアプ,2025-10-21 06:25:15,"People also ask,Knowledge panel",23000,9300,9300,2020-09-08,"Informational,Commercial,Non-branded,Non-local"
3083,夏といえば,说到夏天,jp,0,23000,0.40,0.89,夏といえば,2025-10-21 23:59:52,"AI Overview,Thumbnail,People also ask,Sitelinks",24000,15000,15000,2015-09-07,"Informational,Non-branded,Non-local"
3084,岩見沢 天気,岩见泽 天气,jp,1,23000,0.10,0.74,岩見沢 天気,2025-10-22 00:30:49,"Knowledge card,Sitelinks",23000,6200,6200,2015-09-01,"Informational,Non-branded,Local"
3085,cv,简历,jp,5,23000,0.25,0.44,cv,2025-10-25 00:09:13,"Knowledge card,People also ask,Sitelinks,Video preview",2180000,1700,1700,2015-09-01,"Informational,Non-branded,Non-local"
3086,漫画 エロ,卡通情色,jp,48,23000,0.20,1.16,エロ漫画,2025-10-21 21:27:53,,23000,1370000,1380000,2015-09-01,"Informational,Non-branded,Non-local"
3087,司法試験,律师资格考试,jp,10,23000,0.80,0.91,司法試験,2025-10-22 02:43:35,"Sitelinks,People also ask,Knowledge panel",23000,14000,14000,2015-09-01,"Informational,Non-branded,Non-local"
3088,ポップアップストア,快闪店,jp,2,23000,0.40,0.44,ポップアップストア,2025-10-22 00:19:25,"Sitelinks,People also ask,Local teaser pack,Knowledge panel",23000,15000,15000,2015-09-13,"Informational,Non-branded,Non-local"
3089,vlog,视频博客,jp,1,23000,0.10,0.77,vlog,2025-10-24 13:32:25,"AI Overview,Thumbnail,People also ask,Video preview,Knowledge panel",245000,13000,13000,2015-09-04,"Informational,Non-branded,Non-local"
3090,ゆめ莉りか,尤梅里卡,jp,0,23000,1.00,,ゆめ莉りか,2025-10-21 15:17:21,,24000,9400,9800,2023-01-21,"Informational,Non-branded,Non-local"
3091,就労移行支援,就业转型支持,jp,18,23000,0.35,0.76,就労移行支援,2025-10-21 18:10:51,"People also ask,Sitelinks,Knowledge panel,Video preview",24000,4800,4800,2015-09-01,"Informational,Non-branded,Non-local"
3092,オーツミルクとは,什么是燕麦奶？,jp,3,23000,0.35,,オーツミルクとは,2025-10-24 23:16:52,"AI Overview,Thumbnail,People also ask,Sitelinks,Video preview",23000,25000,26000,2020-03-05,"Informational,Non-branded,Non-local"
3093,粉瘤が出来やすい人,容易患白粉病的人,jp,0,23000,0.35,0.99,粉瘤が出来やすい人,2025-10-21 18:29:10,"AI Overview,Thumbnail,People also ask,Sitelinks",23000,5800,5900,2017-10-20,"Informational,Non-branded,Non-local"
3094,アナスタシア,阿纳斯塔西娅,jp,15,23000,0.15,0.57,アナスタシア,2025-10-21 22:17:10,"Sitelinks,Thumbnail,People also ask",24000,7100,7200,2015-09-01,"Informational,Non-branded,Non-local"
3095,ガクチカ,学近,jp,0,23000,1.20,0.73,ガクチカ,2025-10-21 09:29:44,"AI Overview,Thumbnail,Sitelinks,People also ask,Knowledge panel",23000,14000,14000,2015-09-02,"Informational,Non-branded,Non-local"
3096,松本 潤,松本 润,jp,10,23000,1.40,0.39,松本潤,2025-10-21 18:37:37,"Top stories,Thumbnail,Knowledge panel,Sitelinks,Video preview",23000,12000,12000,2015-09-03,"Informational,Non-branded,Non-local"
3097,by,经过,jp,0,23000,0.10,0.58,by 意味,2025-10-21 06:17:35,"Knowledge card,People also ask,Sitelinks,Video preview",838000,1400,1400,2015-09-02,"Informational,Non-branded,Non-local"
3098,白銀ノエル,白银诺尔,jp,5,23000,0.30,0.88,白銀ノエル,2025-10-21 09:51:48,"People also ask,Top stories,Thumbnail,Sitelinks",23000,6900,7100,2019-08-01,"Informational,Commercial,Non-branded,Non-local"
3099,リポソーム,脂质体,jp,2,23000,0.35,0.64,コスメデコルテ リポソーム,2025-10-21 14:57:41,"Sitelinks,People also ask",23000,11000,11000,2015-09-07,"Informational,Commercial,Non-branded,Non-local"
3100,エクソソーム,外泌体,jp,1,23000,0.35,0.91,エクソソーム,2025-10-21 00:48:52,"AI Overview,Thumbnail,Sitelinks,People also ask,Knowledge panel",24000,8500,8800,2015-09-17,"Informational,Non-branded,Non-local"
3101,大須商店街,大须商店街,jp,7,23000,0.15,0.92,大須商店街,2025-10-24 17:38:39,"Sitelinks,People also ask,Thumbnail,Video preview",30000,19000,19000,2015-09-09,"Informational,Non-branded,Local"
3102,早漏,早泄,jp,3,23000,0.35,1.25,早漏,2025-10-24 12:33:11,"Featured snippet,Thumbnail,People also ask,Video preview,Knowledge panel",24000,27000,27000,2015-09-01,"Informational,Non-branded,Non-local"
3103,目の下のクマ,黑眼圈,jp,3,23000,0.70,1.01,目の下のクマ,2025-10-21 17:28:28,"AI Overview,Thumbnail,People also ask,Knowledge panel",24000,62000,62000,2015-09-01,"Informational,Non-branded,Non-local"
3104,ピンクブラウン,粉红棕色,jp,0,23000,0.10,0.42,ピンクブラウン 髪色,2025-10-21 20:36:40,"Thumbnail,People also ask",23000,12000,12000,2015-09-01,"Informational,Non-branded,Non-local"
3105,高速,高速,jp,88,23000,0.25,0.94,高速料金,2025-10-23 03:38:12,"Thumbnail,Sitelinks,Video preview",24000,104000,104000,2015-09-01,"Informational,Non-branded,Non-local"
3106,レコード,记录,jp,50,23000,0.15,0.45,レコード,2025-10-20 21:19:03,"Thumbnail,People also ask,Local teaser pack,Knowledge panel,Sitelinks",23000,9100,9200,2015-09-01,"Informational,Commercial,Non-branded,Non-local"
3107,food,食物,jp,14,23000,0.40,0.32,food,2025-10-24 19:10:14,"Knowledge card,Sitelinks,AI Overview,People also ask,Thumbnail,Video preview",2690000,1200,1200,2015-09-01,"Informational,Non-branded,Non-local"
3108,歯石,鞑靼,jp,0,23000,0.45,1.05,歯石,2025-10-24 13:10:29,"AI Overview,Thumbnail,People also ask,Video preview,Knowledge panel",24000,16000,16000,2015-09-01,"Informational,Non-branded,Non-local"
3109,近くの焼肉屋,附近有烤肉店,jp,0,23000,0.35,0.45,白石 焼肉,2025-10-21 17:11:27,"Local teaser pack,Thumbnail",23000,20,20,2015-09-13,"Informational,Non-branded,Local"
3110,婚姻届 ダウンロード,婚姻登记下载,jp,16,23000,0.10,1.71,婚姻届 ダウンロード,2025-10-24 04:33:17,"Sitelinks,Thumbnail,People also ask,Video preview",23000,24000,25000,2015-09-05,"Informational,Non-branded,Non-local"
3111,小松空港,小松机场,jp,9,22000,0.15,0.76,小松空港,2025-10-21 01:35:02,"Sitelinks,People also ask,Knowledge panel",23000,14000,14000,2015-09-01,"Informational,Non-branded,Local"
3112,feature,特征,jp,0,22000,0.30,0.46,feature,2025-10-21 02:37:02,"Knowledge card,People also ask,Sitelinks",170000,2100,2100,2015-09-01,"Informational,Non-branded,Non-local"
3113,月島さくら,月岛樱,jp,0,22000,1.90,,月島さくら,2025-10-21 03:23:54,"People also ask,Knowledge panel",23000,4000,4100,2020-07-08,"Informational,Non-branded,Non-local"
3114,曲,歌曲,jp,17,22000,0.15,0.34,曲,2025-10-20 23:22:38,"People also ask,Sitelinks,Thumbnail",23000,12000,12000,2015-09-01,"Informational,Non-branded,Non-local"
3115,宮島競艇,宫岛划船比赛,jp,29,22000,0.60,1.11,宮島競艇予想,2025-10-21 17:56:35,"Sitelinks,Knowledge panel,Video preview",22000,34000,34000,2015-09-01,"Informational,Non-branded,Local"
3116,荻野目洋子,荻目洋子,jp,13,22000,0.40,0.75,荻野目洋子,2025-10-21 02:21:36,"Knowledge panel,Sitelinks,People also ask,Thumbnail",23000,11000,12000,2015-09-01,"Informational,Non-branded,Non-local"
3117,マネジメント,管理,jp,3,22000,0.15,0.6,マネジメント,2025-10-24 12:35:11,"AI Overview,Thumbnail,People also ask,Sitelinks,Video preview,Knowledge panel",23000,15000,15000,2015-09-01,"Informational,Non-branded,Non-local"
3118,鶏もも肉 レシピ 簡単 焼くだけ 人気,鸡腿做法简单，只需烤，很受欢迎,jp,0,22000,0.25,,鶏もも肉 レシピ 簡単 焼くだけ 人気,2025-10-23 10:35:48,"Top stories,Thumbnail,Video preview,Sitelinks,People also ask",22000,10000,10000,2018-10-13,"Informational,Non-branded,Non-local"
3119,防犯カメラ 屋外,室外安全摄像头,jp,0,22000,0.15,1.18,防犯カメラ 屋外,2025-10-23 04:04:29,"Thumbnail,Sitelinks,People also ask,Shopping,Video preview",22000,6300,6300,2015-09-01,"Informational,Commercial,Non-branded,Non-local"
3120,fカップ,F杯,jp,0,22000,0.40,0.75,fカップ,2025-10-21 05:44:02,"Sitelinks,People also ask",22000,8500,8500,2015-09-01,"Informational,Commercial,Non-branded,Non-local"
3121,平方完成,平方完成,jp,0,22000,0.10,1.09,平方完成,2025-10-24 20:06:34,"AI Overview,Thumbnail,People also ask,Sitelinks,Video preview",22000,22000,22000,2015-09-01,"Informational,Non-branded,Non-local"
3122,競艇 結果,划船比赛成绩,jp,15,22000,0.45,1.13,競艇結果,2025-10-22 22:09:36,Video preview,22000,590000,591000,2015-09-01,"Informational,Non-branded,Non-local"
3123,洗顔,洗脸,jp,2,22000,0.20,0.74,洗顔,2025-10-21 01:20:54,"Thumbnail,Sitelinks,Shopping,People also ask",23000,25000,25000,2015-09-01,"Informational,Commercial,Non-branded,Non-local"
3124,歯,牙齿,jp,12,22000,0.20,0.43,歯,2025-10-21 06:30:53,"AI Overview,Thumbnail,People also ask",23000,7300,7300,2015-09-01,"Informational,Non-branded,Non-local"
3125,歯科衛生士,牙科保健员,jp,9,22000,0.45,0.63,歯科衛生士,2025-10-24 18:48:37,"AI Overview,Thumbnail,People also ask,Sitelinks,Video preview",22000,2700,2700,2015-09-02,"Informational,Non-branded,Non-local"
3126,アウフヘーベン,奥夫赫本,jp,1,22000,0.10,0.59,アウフヘーベン,2025-10-21 13:10:02,"AI Overview,Thumbnail,Video preview,People also ask,Knowledge panel",22000,11000,11000,2015-09-02,"Informational,Non-branded,Non-local"
3127,チューブトップ,管顶,jp,0,22000,0.10,0.33,チューブトップ,2025-10-21 18:41:04,"Thumbnail,Sitelinks,People also ask,Shopping",23000,2500,2600,2015-09-01,"Informational,Commercial,Non-branded,Non-local"
3128,肩ボトックス,肩肉毒杆菌,jp,2,22000,0.90,1.12,肩ボトックス,2025-10-24 17:12:04,"People also ask,Thumbnail,Video preview",22000,34000,34000,2015-11-18,"Informational,Commercial,Non-branded,Non-local"
3129,壁掛けテレビ,壁挂式电视,jp,1,22000,0.15,0.88,壁掛けテレビ,2025-10-22 20:51:18,"Thumbnail,People also ask,Sitelinks,Shopping,Video preview",22000,8800,8800,2015-09-01,"Informational,Commercial,Non-branded,Non-local"
3130,金価格 今後 どうなる,未来金价将何去何从？,jp,1,22000,0.40,,金価格 今後 どうなる,2025-10-24 10:40:09,"Top stories,Thumbnail,People also ask,Sitelinks,Video preview",22000,2700,2700,2020-03-19,"Informational,Non-branded,Non-local"
3131,メールアドレス 作成,创建电子邮件地址,jp,14,22000,0.35,0.74,gmail 作成,2025-10-22 01:54:32,"AI Overview,Thumbnail,People also ask",22000,52000,52000,2015-09-02,"Informational,Non-branded,Non-local"
3132,天気 前橋市,天气 前桥市,jp,4,22000,0.25,0.57,前橋 天気,2025-10-24 20:57:01,"Knowledge card,Sitelinks,Video preview",22000,24000,24000,2016-02-15,"Informational,Non-branded,Local"
3133,積み立てnisa,积累尼萨,jp,30,22000,1.20,0.75,積立nisa,2025-10-22 22:40:17,"AI Overview,Thumbnail,Sitelinks,People also ask,Video preview",22000,146000,146000,2016-09-19,"Informational,Non-branded,Non-local"
3134,テーブルクロス,桌布,jp,0,22000,0.15,0.71,テーブルクロス,2025-10-23 17:54:01,"Thumbnail,Sitelinks,People also ask,Shopping,Video preview",22000,2800,2900,2015-09-01,"Informational,Commercial,Transactional,Non-branded,Non-local"
3135,favorite,最喜欢的,jp,7,22000,0.20,0.53,フェイバリット,2025-10-24 06:34:02,"Knowledge card,Sitelinks,People also ask,Thumbnail,Video preview",282000,5500,5500,2015-09-01,"Informational,Non-branded,Non-local"
3136,エロ動画サイト,色情视频网站,jp,61,22000,0.40,1.51,pornhub,2025-10-21 07:14:04,"Sitelinks,People also ask",23000,7550000,7560000,2015-09-01,"Informational,Non-branded,Non-local"
3137,大統領,总统,jp,4,22000,0.30,0.62,大統領,2025-10-24 23:11:06,"Top stories,Thumbnail,Sitelinks,People also ask,Knowledge panel,Local teaser pack,Video preview",23000,1300,1300,2015-09-02,"Informational,Non-branded,Non-local"
3138,伊勢崎 天気,伊势崎市 天气,jp,1,22000,0.20,0.52,伊勢崎 天気,2025-10-21 17:03:02,"Knowledge card,Sitelinks,Video preview",22000,13000,13000,2015-09-02,"Informational,Non-branded,Local"
3139,アニメ無料,动漫免费,jp,58,22000,0.25,1.16,アニメ 無料,2025-10-22 00:28:49,"Video preview,Thumbnail,Sitelinks",22000,41000,41000,2015-09-01,"Informational,Non-branded,Non-local"
3140,proxy,代理人,jp,5,22000,0.20,0.7,プロキシ,2025-10-23 09:58:51,"Knowledge card,People also ask,Knowledge panel,Video preview",50020000,78000,79000,2015-09-01,"Informational,Non-branded,Non-local"
3141,カンジダ 症状,念珠菌症状,jp,8,22000,0.15,0.91,カンジダ 症状,2025-10-21 10:54:02,"AI Overview,Thumbnail,People also ask,Sitelinks",22000,21000,21000,2015-09-11,"Informational,Non-branded,Non-local"
3142,板金,金属板,jp,0,22000,0.70,0.47,日高郡 板金塗装,2025-10-21 07:28:57,"Local pack,Knowledge panel,People also ask,Thumbnail",23000,10,10,2015-09-01,"Informational,Non-branded,Non-local"
3143,写真検索,照片搜索,jp,6,22000,0.15,0.32,画像,2025-10-20 00:00:48,"People also ask,Thumbnail",22000,174000,175000,2015-09-03,"Informational,Non-branded,Non-local"
3144,nyu-su,乳水,jp,89,22000,0.15,0.78,ヤフーニュース,2025-10-21 17:15:35,"Sitelinks,Top stories,Thumbnail",22000,4000000,4060000,2015-09-01,"Informational,Non-branded,Non-local"
3145,結婚式 スーツ,婚纱套装,jp,0,22000,0.40,1.28,結婚式 スーツ,2025-10-21 10:45:57,"Thumbnail,People also ask,Sitelinks",22000,17000,17000,2015-09-01,"Informational,Non-branded,Non-local"
3146,動画サイト,视频网站,jp,86,22000,0.25,1.1,ニコニコ動画,2025-10-24 11:07:24,"AI Overview,Thumbnail,Sitelinks,People also ask,Video preview,Knowledge panel",22000,571000,587000,2015-09-01,"Informational,Non-branded,Non-local"
3147,0120998151,0120998151,jp,0,22000,0.80,0.56,0120998151,2025-10-21 15:15:05,"People also ask,Thumbnail",22000,8800,8800,2015-09-02,"Informational,Non-branded,Non-local"
3148,白髪染めシャンプー,白发洗发水,jp,3,22000,0.15,1.51,白髪染めシャンプー,2025-10-21 11:36:19,"Shopping,Thumbnail,People also ask,Sitelinks,Video preview",23000,6100,6100,2015-09-01,"Informational,Commercial,Transactional,Non-branded,Non-local"
3149,レジュメ,恢复,jp,11,22000,0.60,0.43,レジュメ,2025-10-21 00:46:34,"AI Overview,Thumbnail,People also ask",23000,2700,2700,2015-09-01,"Informational,Non-branded,Non-local"
3150,名刺 デザイン,名片设计,jp,11,22000,0.40,0.81,名刺 デザイン,2025-10-24 23:20:16,"Thumbnail,Sitelinks,People also ask,Video preview",23000,12000,12000,2015-09-01,"Informational,Commercial,Non-branded,Non-local"
3151,貯金,保存,jp,1,22000,0.15,0.88,貯金 無駄,2025-10-25 00:11:29,"Top stories,Thumbnail,People also ask,Sitelinks,Video preview",23000,0,0,2015-09-02,"Informational,Non-branded,Non-local"
3152,プライマー,底漆,jp,1,22000,0.10,0.54,プライマー,2025-10-24 23:36:55,"AI Overview,Thumbnail,People also ask,Sitelinks,Video preview",22000,9700,9700,2015-09-01,"Informational,Commercial,Non-branded,Non-local"
